id,label,description
NCG00263,Anthony Bolick Branch,rises in NW Caldwell County on NW slopes of Rocky Knob and flows W into Johns River.
NCG00264,Anthony Branch,See Auntery Branch.
NCG00265,Anthony Creek,rises in central Catawba County and flows SW into Clark Creek.
NCG00266,Anthony Mountain,S central Avery County.
NCG00267,Anthony's Creek,rises in NW Caldwell County and SE Avery County and flows SE into Johns River.
NCG00268,Antioch,community in S Hoke County on Raft Swamp.
NCG00269,Antioch Township,E Wilkes County.
NCG00270,Antler,"community in central Moore County served by post office, 1891-1907."
NCG00271,Antone,See Concord.
NCG00272,Apalachia Lake,"NW Cherokee County on Hiwassee River at the Tennessee state line. Formed by Tennessee Valley Authority dam completed in 1943. Covers 1,123 acres, max. depth 120 ft., approx. 10 mi. long. Spelling with single p contrary to accepted manner."
NCG00273,Apex,"town in W Wake County on the head of Beaver Creek. Inc. 1873. Named because it was supposed to be the highest point on the railroad between Richmond, Va., and Jacksonville, Fla. When first settled, the area was an important producer of turpentine and rosin. The town now produces apparel, plywood, and chemicals."
NCG00274,Appalachian Creek,rises in NW Rutherford County and flows NE into Broad River.
NCG00275,Appalachian Mountains,"include all of the E mountains of the United States from Alabama to northern Maine. The name was given by Spaniards under Hernando De Soto in 1539 for the Apalachee Indians, whose name meant ""people on the other side"" (presumably of a river). In North Carolina the Blue Ridge, Black Mountains, and Great Smoky Mountains are part of the Appalachian Mountains. At one time, both Appalachian and Allegheny were names applied to the range from Georgia to New York, but a study by Arnold Guyot, ""On the Appalachian Mountain System,"" published in 1861, firmly established the present name. See also Mountain Region."
NCG00276,Appalachian Trail,"a marked footpath extending approx. 2,050 mi. from Maine to Georgia. In North Carolina approx. 70 of the 200 mi. within the state cross the crest of the Great Smoky Mountains. The highest point on the trail is Clingmans Dome, with an alt. of 6,642 ft. Proposed in 1921 and completed in 1937, it has been described as the longest marked footpath in the world."
NCG00277,Appie,"community in N Greene County. Named about 1907 for Mrs. Appie (Apelia?) Bynum, local resident."
NCG00278,Apple Grove,"community in NW Ashe County. Alt. 3,137."
NCG00279,Appletree,"community in NW Greene County served by post office, 1886-98. Later known as Lindell, which see."
NCG00280,Appletree Branch,rises in NW Macon County and flows SW into Queens Creek.
NCG00281,Appletree Swamp,rises in NE Wayne County and flows SE into Nahunta Swamp in Greene County. The name appears in local records prior to 1750.
NCG00282,Applewhite,"community in E Columbus County served by post office, 1892-1907."
NCG00283,Aquadale,community in S Stanly County. Inc. 1943; charter repealed 1945. Named by local resident: aqua (water) and dale (valley). Many springs in the area.
NCG00284,Aquascog River.,See Whipping Creek.
NCG00285,Aquascogoc,"appears on the White map, 1585, as an Indian village near the head of Pungo River estuary, not far from either modern Scranton in Hyde County or Belhaven in Beaufort County."
NCG00286,Aquone,"community in W Macon County on Nantahala River. Alt. 2,950. Settled on the site of Fort Scott, one of the stockades where Cherokee Indians were housed before being removed to Oklahoma, 1838. Name believed to be a corruption of egwanul'ti (by the river)."
NCG00287,Arabi,"community in N Robeson County served by post office, July-November 1900."
NCG00288,Arabia,nickname applied about 1860 to the desolate Outer Banks of North Carolina.
NCG00289,Aramancy River,See Great Alamance Creek.
NCG00290,Aramuskeet,"described in 1758 as a part of Hyde County: ""That Part of the County is a Peninsula, or rather an Island for three Parts of the Year, and can be entered by foot Passengers only in the Height of Summer, and that with great Difficulty for several Miles together. It was formerly an Indian Settlement, and there are at present about 12 Families of Indians, who live dispersed among the Whites, and dress and live like them, but they have still one whom they call the King among them."" See also Aromuskek Marshes; Lake Mattamuskeet."
NCG00291,Arapahoe,"town in S Pamlico County, inc. 1920. Post office est. 1886. Said to have been named for a local racehorse."
NCG00292,Ararat,community in E Surry County on Ararat River. Named for the river. Alt. 898.
NCG00293,Ararat River,"rises in Virginia and flows S across Surry County into Yadkin River. Appears on the Collet map, 1770. Named for the biblical Mount Ararat."
NCG00294,Arba,community in S Greene County. Named for the biblical name Kirjatharba (Joshua 14:15).
NCG00295,Arbuckle,"community in E Yancey County between North Toe and South Toe Rivers near their junction. A former post office, Dobag [Doe Bag], served the area."
NCG00296,Arcadia,community in N Davidson County.
NCG00297,Arcadia Township,NW Davidson County.
NCG00298,Arch Hill,a mountain in N Macon County between Tellico Creek and Bird Branch.
NCG00299,Arch Ridge,"SE Clay County, extends S in arc from Vineyard Mountain to Shooting Creek."
NCG00300,Archdale,"town in SE Cleveland County. Alt. 943. Settled in the eighteenth century and named for Quaker John Archdale, governor of Carolina, 1694-96."
NCG00301,Archdale County,"was formed before 1696 ""on Pampticoe River without the Bounds of the County of Albemarle."" It was named for John Archdale (1642?-1717), governor of Carolina, 1694-96. The precinct of Pampticoe was a part of Archdale County in 1696, at which time it became the County of Bath. The name of Archdale County was changed to Craven, which see, about 1712."
NCG00302,Archdale Precinct,"was formed from Bath County on December 3, 1705, and named in honor of John Archdale (1642?-1717), governor of Carolina, 1694-96. The name was changed about 1712 to Craven County, which see."
NCG00303,Archer Lodge,community in N Johnston County.
NCG00304,Archie's Point,"point of land extending from Bogue Banks into Bogue Sound, SW Carteret County. Named for Archibald Smith. Sometimes also called Point of Woods."
NCG00305,Archies Creek,"rises in NE Surry County and flows E into Stokes County, where it enters Dan River."
NCG00306,Archies Knob,NW Stokes County near Dan River.
NCG00307,Arcola,"community in SE Warren County E of Fishing Creek. Post office est. there in 1849, but discontinued in 1954."
NCG00308,Arcot,"community in central Sampson County served by post office, 1894-1902."
NCG00309,Arden,"town in S Buncombe County. Settled about 1840. Inc. 1883, but long inactive in municipal affairs. Known first as Shufordsville. Renamed for the Forest of Arden in Shakespeare's play As You Like It Alt. 2,225."
NCG00310,Ardreys,"community in S Mecklenburg County served by post office, 1898-1902."
NCG00311,Ardulusa,community on Rockfish Creek in S Cumberland County.
NCG00312,Arenuse Creek,"consists of two branches, both rising in central Camden County and flowing generally SW into Pasquotank River. The branches come together in such a fashion that they seem to form an arrow nose. The fact was noted by the Indians, and the white settlers merely translated their word for ""arrow nose"" when they gave the creek its present name. The present name appears in records as early as 1694. To distinguish between the two branches, local inhabitants sometimes refer to First Milldam (nearest the county seat) and Second Milldam since water mills existed on each."
NCG00313,Argo,former town in N Nash County on Short Swamp Branch. Inc. 1889. Nearby Argo Gold Mine worked from about 1850 until about 1920. Both town and mine are now abandoned.
NCG00314,Argura,"community in E central Jackson County on Gladie Creek. Alt. 3,291."
NCG00315,Argyle,"former community on Little Rockfish Creek in NE Hoke County. Site now within the Fort Bragg Military Reservation. Named for Argyll, Scotland."
NCG00316,Arington Branch,rises in N Madison County and flows SW into West Fork [Bull Creek].
NCG00317,Arlington,See Coinjock.
NCG00318,Arlington Branch,rises in S Swain County and flows NW into Tuckasegee River.
NCG00319,"Arm, The","an extension of Big Bald Mountain on the line dividing Unicoi County, Tenn., from Madison and Yancey Counties, N.C."
NCG00320,Armour,"community in NE Columbus County. Named Amour (French, ""love"") for the Love family in the area, but through the years the spelling was changed."
NCG00321,Armstrong,"former community in NW McDowell County on Threemile Creek. With the establishment of Little Switzerland, which see, 2 mi. nw, the community began to decline."
NCG00322,Armstrong Branch,rises in S Lincoln County and flows NE into Dellinger Branch.
NCG00323,Armstrong Creek,rises in NW McDowell County and flows E into North Fork [Catawba River].
NCG00324,Arnold,community in W Davidson County near the headwaters of Swearing Creek.
NCG00325,Arnold Branch,rises in E Macon County and flows SW into Cullasaja River.
NCG00326,Arnold Knob,SE Mitchell County between North Toe River and Rose Creek.
NCG00327,Arnt,"formerly a small community and site of Arnt Ferry over the Catawba River, NE Catawba County. Site now covered by waters of Lookout Shoals Lake."
NCG00328,Aromuskek Marshes,"appear on the Ogilby map, 1671, in the E section of present Hyde County between Lake Mattamuskeet and Pamlico Sound. See also Aramuskeet."
NCG00329,Arp Gap,"W Cherokee County between Bowman Gap and Wolfpen Gap. Alt. approx. 2,750."
NCG00330,Arrowhead Branch,rises in W Macon County and flows SW into Nantahala Lake.
NCG00331,Arrowwood Creek,rises in W Macon County and flows SE into Wayah Creek.
NCG00332,Arrwood Mill,community in E Cherokee County on Slow Creek.
NCG00333,Art Stewart Ridge,W Graham County N of Wright Creek and parallel to it. Named for an early settler who came from Georgia.
NCG00334,Artesia,community in central Columbus County.
NCG00335,Arthur,See Bellarthur.
NCG00336,Arthur Township,"W central Pitt County, formerly known as Beaver Dam Township."
NCG00337,Arthurs Creek,rises in NW Northampton County and flows S into Roanoke River.
NCG00338,Arturs Knob,"E Mitchell County between Snow Creek and Bear Creek. Alt. 3,695. Named for Arthur (""Artur"") McFalls (died 1839), who fought as a Tory at the Battle of Kings Mountain in 1780 but afterward joined the Americans. He lived alone for many years on the mountain. Sometimes erroneously called Otters Knob."
NCG00339,Arundells Island,See Croatamung.
NCG00340,Asa,"community in central Greene County served by post office, March-September 1900."
NCG00341,Asa Cove,S Macon County between Messer Ridge and Betty Creek.
NCG00342,Asahel Creek,rises in NE Davidson County and flows SE into Abbotts Creek.
NCG00343,Asbury,"community in W Wake County on the head of Richland Creek. Settled 1900. Named by its founder, Calvin Bridgers, for Asbury, England. Alt. 484."
NCG00344,Asbury Mountain,"NE Alexander County. Alt. 1,820. Probably named for local Asbury family, which settled near the head of Snow Creek. Locally known as Big Mountain."
NCG00345,Asey Hole,"deep section of White Oak River in E Onslow County near the mouth of Freemans Creek. Named for an old man, Asa Moore, who fell into the river there."
NCG00346,Asgini Ridge,"NW Swain County extending as a short spur SE from the Great Smoky Mountain ridge centering near lat. 35°32'50"" N., long. 83°46'20"" W."
NCG00347,Ash,community in W Brunswick County.
NCG00348,Ash Bearpen Knob,SW Watauga County on the head of Moodys Mill Creek.
NCG00349,Ash Branch,rises in W Jackson County and flows NE into Tuckasegee River.
NCG00350,Ash Cove,NE Cherokee County in the Snowbird Mountains.
