id,meta-category,label,feature type,description,notes
NCG00225,Fresh running water,Anderson Branch,Branch,rises in S Graham County and flows NE into Tulula Creek.,
NCG00226,Fresh running water,Anderson Branch,Branch,rises in W Clay County and flows NW into Hiwassee River.,
NCG00227,,Anderson Cove,Cove,valley through which Shelton Branch flows in N Buncombe County.,
NCG00228,Fresh running water,Anderson Cove Branch,Branch,rises in W Madison County and flows NW into Puncheon Camp Branch.,
NCG00229,Fresh running water,Anderson Creek,Creek,rises in E Haywood County and flows NE into Burnett Creek.,
NCG00230,Population zone,Anderson Creek Township,Township,S Harnett County.,
NCG00231,Mountain,Anderson Mountain,Mountain,E Haywood County between the headwaters of Stamey Cove Branch and Sally Haines Branch.,
NCG00232,Fresh running water,Anderson Swamp Creek,Creek,rises in central Vance County and flows N into Kerr Lake.,
NCG00233,Population zone,Anderson Township,Township,S central Caswell County.,
NCG00234,Mountain,Anderson's Mountain,Mountain,NE Lincoln County. Also known as Little Mountain.,
NCG00235,,Anderson's Store,REFERENCE,See Anderson.,
NCG00236,Population zone,Andersons Crossroads,Community,community in N Halifax County.,
NCG00237,Fresh running water,Andreas Branch,Branch,rises in N central Swain County and flows W into Noland Creek.,
NCG00238,Population zone,Andrews,Town,"town in NE Cherokee County. Inc. 1905. First known as Valley Town, a name still applied to an adjacent community. Renamed for Alexander Boyd Andrews (1841-1915), leader in the development of the Western North Carolina Railroad. Alt. 1,825. Produces textiles and apparel.",
NCG00239,Mountain,Andrews Bald,Bald,"N Swain County in Great Smoky Mountains National Park between Forney Creek and Salola Branch. Alt. 5,860.",
NCG00240,,Andrews Geyser,,"SW McDowell County, in Horseshoe Bend of the Southern Railway, was constructed in the 1880s, restored in 1911 and 1975, as a tribute to Col. Alexander Boyd Andrews, builder of the Western North Carolina Railroad into Asheville. Water from a higher mountain lake about 2 mi. away is piped to the site. Natural pressure forces the water upward in a 100-ft. jet from the center of a stone fountain. Formerly passenger trains stopped there for 20 minutes to enable those interested to visit the site.",
NCG00241,Population zone,Andy,Community,community in N Polk County on the head of Bullin Creek.,
NCG00242,Fresh running water,Andy Branch,Branch,"rises in NW Haywood County in Great Smoky Mountains and flows about 2 mi. SE to join Woody Branch, which then joins Conrad Creek in forming Little Cataloochee Creek. Named for Andy Bennett, a former homeowner in the area.",
NCG00243,Mountain,Andy Gap,Gap,S Macon County between Cedar Cliff Mountain and Mulberry Gap.,
NCG00244,Mountain,Angel Mountain,Mountain,SW Macon County between Bryson Branch and Moore Creek.,
NCG00245,Mountain,Angelico Gap,Gap,SW Cherokee County at the SW end of Angelico Mountain.,
NCG00246,Mountain,Angelico Mountain,Mountain,SW Cherokee County extending NE from Angelico Gap to Bowmans Gap. See also Rocky Face.,
NCG00247,Population zone,Angeline,Community,community in N Henderson County between McDowell Creek and North Fork.,
NCG00248,Population zone,Angier,Town,"town in N Harnett County. Inc. 1901. Named for Col. John C. Angier, one of the town's founders. Produces apparel. Alt. 301.",
NCG00249,Population zone,Angle,Community,"community in SE Wayne County served by post office, 1888-1902.",
NCG00250,Fresh running water,Anglin Branch,Branch,"rises in W Yancey County and flows SE into Jacks Creek. Named for Manon Anglin, an early settler.",
NCG00251,Mountain,Anglin Knob,Knob,central Yancey County near the head of Bailey Branch.,
NCG00252,Population zone,Anglins Mill,Community,"community in NW Rockingham County. Named for Anglin family, members of which operated gristmill on Mayo River in mid-eighteenth century.",
NCG00253,,Angola,REFERENCE,See Maple Hill.,
NCG00254,,Angola Bay,Bay,"pocosin in S Duplin and N Pender Counties. Angola Bay Game Preserve there is maintained by the N.C. Wildlife Resources Commission; bear, deer, and other wildlife abound. See also Holly Shelter Bay.",
NCG00255,Fresh running water,Angola Creek,Creek,rises in Angola Bay in NE Pender County and flows S into Holly Shelter Creek.,
NCG00256,Mountain,Ann Mountain,Mountain,on a branch of Cabin Creek in S Henderson County.,
NCG00257,Population zone,Anna,Community,"community in central Alleghany County served by post office, 1890-1921.",
NCG00258,Population zone,Annandale,Community,community in SE Pender County. Alt. 44.,
NCG00259,Mountain,Annie Mountain,Mountain,"E Henderson County S of Bradley Mountain. Alt. 2,731.",
NCG00260,Population zone,Anson County,County,"was formed in 1750 from Bladen County. In the S central section of the state, it is bounded by the state of South Carolina and by Union, Stanly, and Richmond Counties. It was named for George Anson, Lord Anson (1697-1762), a British admiral who, for a number of years, was assigned to protect the commerce of the Carolina coast from pirates. Area: 536 sq. mi. County seat: Wadesboro, with an elevation of 423 ft. Townships are Ansonville, Burnsville, Gulledge, Lanesboro, Lilesville, Morven, Wadesboro, and White Store. Produces lumber, bricks, soybeans, oats, corn, milo, cotton, broilers, turkeys, hosiery, textiles, and wooden boxes. Sand, gravel, and crushed stone are also produced, and there are deposits of granite, sandstone, and shale for brick.",
NCG00261,Population zone,Ansonville,Town,"town in N central Anson County. Alt. 324. Settled 1844, named in 1857 for the county. Inc. 1885. Carolina Female College, 1850-67, est. by local planters and later operated by the Methodist Church, was there.",
NCG00262,Population zone,Ansonville Township,Township,N central Anson County.,
NCG00263,Fresh running water,Anthony Bolick Branch,Branch,rises in NW Caldwell County on NW slopes of Rocky Knob and flows W into Johns River.,
NCG00264,,Anthony Branch,REFERENCE,See Auntery Branch.,
NCG00265,Fresh running water,Anthony Creek,Creek,rises in central Catawba County and flows SW into Clark Creek.,
NCG00266,Mountain,Anthony Mountain,Mountain,S central Avery County.,
NCG00267,Fresh running water,Anthony's Creek,Creek,rises in NW Caldwell County and SE Avery County and flows SE into Johns River.,
NCG00268,Population zone,Antioch,Community,community in S Hoke County on Raft Swamp.,
NCG00269,Population zone,Antioch Township,Township,E Wilkes County.,
NCG00270,Population zone,Antler,Community,"community in central Moore County served by post office, 1891-1907.",
NCG00271,,Antone,REFERENCE,See Concord.,
NCG00272,,Apalachia Lake,Lake,"NW Cherokee County on Hiwassee River at the Tennessee state line. Formed by Tennessee Valley Authority dam completed in 1943. Covers 1,123 acres, max. depth 120 ft., approx. 10 mi. long. Spelling with single p contrary to accepted manner.",
NCG00273,Population zone,Apex,Town,"town in W Wake County on the head of Beaver Creek. Inc. 1873. Named because it was supposed to be the highest point on the railroad between Richmond, Va., and Jacksonville, Fla. When first settled, the area was an important producer of turpentine and rosin. The town now produces apparel, plywood, and chemicals.",
NCG00274,Fresh running water,Appalachian Creek,Creek,rises in NW Rutherford County and flows NE into Broad River.,
NCG00275,Mountain,Appalachian Mountains,Mountains,"include all of the E mountains of the United States from Alabama to northern Maine. The name was given by Spaniards under Hernando De Soto in 1539 for the Apalachee Indians, whose name meant ""people on the other side"" (presumably of a river). In North Carolina the Blue Ridge, Black Mountains, and Great Smoky Mountains are part of the Appalachian Mountains. At one time, both Appalachian and Allegheny were names applied to the range from Georgia to New York, but a study by Arnold Guyot, ""On the Appalachian Mountain System,"" published in 1861, firmly established the present name. See also Mountain Region.",
NCG00276,,Appalachian Trail,,"a marked footpath extending approx. 2,050 mi. from Maine to Georgia. In North Carolina approx. 70 of the 200 mi. within the state cross the crest of the Great Smoky Mountains. The highest point on the trail is Clingmans Dome, with an alt. of 6,642 ft. Proposed in 1921 and completed in 1937, it has been described as the longest marked footpath in the world.",
NCG00277,Population zone,Appie,Community,"community in N Greene County. Named about 1907 for Mrs. Appie (Apelia?) Bynum, local resident.",
NCG00278,Population zone,Apple Grove,Community,"community in NW Ashe County. Alt. 3,137.",
NCG00279,Population zone,Appletree,Community,"community in NW Greene County served by post office, 1886-98. Later known as Lindell, which see.",
NCG00280,Fresh running water,Appletree Branch,Branch,rises in NW Macon County and flows SW into Queens Creek.,
NCG00281,,Appletree Swamp,Swamp,rises in NE Wayne County and flows SE into Nahunta Swamp in Greene County. The name appears in local records prior to 1750.,
NCG00282,Population zone,Applewhite,Community,"community in E Columbus County served by post office, 1892-1907.",
NCG00283,Population zone,Aquadale,Community,community in S Stanly County. Inc. 1943; charter repealed 1945. Named by local resident: aqua (water) and dale (valley). Many springs in the area.,
NCG00284,,Aquascog River.,REFERENCE,See Whipping Creek.,
NCG00285,,Aquascogoc,,"appears on the White map, 1585, as an Indian village near the head of Pungo River estuary, not far from either modern Scranton in Hyde County or Belhaven in Beaufort County.",
NCG00286,Population zone,Aquone,Community,"community in W Macon County on Nantahala River. Alt. 2,950. Settled on the site of Fort Scott, one of the stockades where Cherokee Indians were housed before being removed to Oklahoma, 1838. Name believed to be a corruption of egwanul'ti (by the river).",
NCG00287,Population zone,Arabi,Community,"community in N Robeson County served by post office, July-November 1900.",
NCG00288,,Arabia,,nickname applied about 1860 to the desolate Outer Banks of North Carolina.,
NCG00289,,Aramancy River,REFERENCE,See Great Alamance Creek.,
NCG00290,,Aramuskeet,,"described in 1758 as a part of Hyde County: ""That Part of the County is a Peninsula, or rather an Island for three Parts of the Year, and can be entered by foot Passengers only in the Height of Summer, and that with great Difficulty for several Miles together. It was formerly an Indian Settlement, and there are at present about 12 Families of Indians, who live dispersed among the Whites, and dress and live like them, but they have still one whom they call the King among them."" See also Aromuskek Marshes; Lake Mattamuskeet.",
NCG00291,Population zone,Arapahoe,Town,"town in S Pamlico County, inc. 1920. Post office est. 1886. Said to have been named for a local racehorse.",
NCG00292,Population zone,Ararat,Community,community in E Surry County on Ararat River. Named for the river. Alt. 898.,
NCG00293,Fresh running water,Ararat River,River,"rises in Virginia and flows S across Surry County into Yadkin River. Appears on the Collet map, 1770. Named for the biblical Mount Ararat.",
NCG00294,Population zone,Arba,Community,community in S Greene County. Named for the biblical name Kirjatharba (Joshua 14:15).,
NCG00295,Population zone,Arbuckle,Community,"community in E Yancey County between North Toe and South Toe Rivers near their junction. A former post office, Dobag [Doe Bag], served the area.",
NCG00296,Population zone,Arcadia,Community,community in N Davidson County.,
NCG00297,Population zone,Arcadia Township,Township,NW Davidson County.,
NCG00298,Mountain,Arch Hill,Mountain,a mountain in N Macon County between Tellico Creek and Bird Branch.,
NCG00299,,Arch Ridge,Ridge,"SE Clay County, extends S in arc from Vineyard Mountain to Shooting Creek.",
NCG00300,Population zone,Archdale,Town,"town in SE Cleveland County. Alt. 943. Settled in the eighteenth century and named for Quaker John Archdale, governor of Carolina, 1694-96.",
NCG00301,Population zone,Archdale County,County,"was formed before 1696 ""on Pampticoe River without the Bounds of the County of Albemarle."" It was named for John Archdale (1642?-1717), governor of Carolina, 1694-96. The precinct of Pampticoe was a part of Archdale County in 1696, at which time it became the County of Bath. The name of Archdale County was changed to Craven, which see, about 1712.",
