ID,Label,Feature type,ADL Feature Types,OpenStreetMap Feature Types,County,Location Issue,Description
NCG01373,Birch Spring Gap,Gap,Gaps,natural - valley,Swain,No,NW Swain County in Great Smoky Mountains National Park on Twenty-mile Ridge.
NCG01383,Birdstand Mountain,Mountain,Mountatins,natural - peak,Haywood,No,S Haywood County between Little East Fork Pigeon River and West Fork Pigeon River.
NCG01398,Black Bald,Bald,Mountain Summits,natural - peak,Macon,No,"S Macon County at the head of Dry Branch. Alt. approx. 5,100."
NCG01399,Black Balsam Knob,Knob,Mountain Summits,natural - peak,Haywood,No,S Haywood County between the headwaters of Yellowstone Prong and Flat Laurel Creek.
NCG01402,Black Camp Gap,Gap,Gaps,natural - valley,Haywood,Yes,"on the Haywood-Swain county line near the head of Bunches Creek in Great Smoky Mountains National Park on Balsam Mountain. A log-house camp was built there for the use of cattle rangers and hunters. A forest fire partially burned the camp, burning off the bark and charring the logs of the cabins. Later campers lodging there got themselves black from contact with the burnt logs, hence the name Black Camp. Alt. 4,492."
NCG01410,Black Gap,Gap,Gaps,natural - valley,Clay,Yes,"on the Clay-Macon county line. Alt. 3,841."
NCG01413,Black Jack Mountain,Mountain,Mountatins,natural - peak,Randolph,No,"W Randolph County just W of Caraway Mountain in a close group with Slick Rock, Vineyard, and Prickly Pear Mountains."
NCG01415,Black Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,"SE Buncombe County SW of High Windy peak. Alt. 4,240."
NCG01420,Black Mountain,Mountain,Mountatins,natural - peak,Macon,No,"at the head of Black Mountain Branch in S Macon County. Alt. 3,735."
NCG01421,Black Mountain,Mountain,Mountatins,natural - peak,Alleghany,No,N central Alleghany County. Formerly known as Carson Mountain.
NCG01423,Black Mountain Gap,Gap,Gaps,natural - valley,Buncombe,Yes,"about ¼ mi. NW of Bald Knob, between the Black Mountain on the N and the Blue Ridge on the S on the Buncombe-Yancey county line. Lat. 35°43' N., long. 82°16'45"" W. Known originally as Beech Gap, later as Swannanoa Gap, and finally since 1949 by its present name. Alt. approx. 5,200."
NCG01426,Black Mountains,Mountains,Mountain Ranges,natural - peak,Cherokee,Yes,"range extending from the Buncombe-Yancey county line NE to the head of Bowlens Creek in S central Yancey County. Among the peaks are Mount Mitchell, Clingmans Dome, Potato Knob, and Mount Craig. Named for the dark green foliage of Fraser fir, which covers the top and sides. Known by the Cherokee Indians as See-noh-ya (dark; night). See also Appalachian Mountains."
NCG01439,Blackburn Knob,Knob,Mountain Summits,natural - peak,Watauga,No,S Watauga County between Middle Fork [South Fork New River] and Matney Branch.
NCG01441,Blackjack Mountain,Mountain,Mountatins,natural - peak,Henderson,No,W Henderson County at the head of Little Mud Creek.
NCG01448,Blackrock Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Dryman Fork and Ball Creek.
NCG01449,Blackrock Knob,Knob,Mountain Summits,natural - peak,Swain,No,"E Swain County in Yalaka Mountains near the head of Piney Wood Creek. Alt. 4,364."
NCG01450,Blackrock Mountain,Mountain,Mountatins,natural - peak,Macon,No,on the Jackson-Macon county line between Granite City formations and Wildcat Gap.
NCG01454,Blackstock Knob,Knob,Mountain Summits,natural - peak,Buncombe,Yes,"on the Buncombe-Yancey county line between Balsam and Rainbow Gaps. Alt. 6,325. Probably named for a surveyor, Nehemiah Blackstock, who worked in the vicinity in 1845."
NCG01460,Blackwell Gap,Gap,Gaps,natural - valley,Cherokee,No,central Cherokee County near the middle of Bates Mountain.
NCG01461,Blackwell Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,"a peak on Bates Mountain, central Cherokee County."
NCG01465,Blackwood Mountain,Mountain,Mountatins,natural - peak,Orange,No,S Orange County between Mountain Creek and Old Field Creek.
NCG01473,Blaine Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Jones Creek and North Fork [Skeenah Creek].
NCG01478,Blake Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,S Buncombe County N of Skyland.
NCG01496,Blazed Gap,Gap,Gaps,natural - valley,Swain,Yes,on the Macon-Swain county line.
NCG01500,Blevine Knob,Knob,Mountain Summits,natural - peak,Yancey,No,W Yancey County between Edney Branch and Cane River.
NCG01515,Blockhouse Mountain,Mountain,Mountatins,natural - peak,Swain,No,"NW Swain County in Great Smoky Mountains National Park on Jenkins Trail Ridge near lat. 35°33' N., long. 83°42'35"" W. Alt. 5,425."
NCG01539,Blue Gap,Gap,Gaps,natural - valley,Buncombe,No,SW Buncombe County E of Thompson Knob.
NCG01543,Blue Ridge Gap,Gap,Gaps,natural - valley,Transylvania,No,S Transylvania County in Blue Ridge Mountains near the head of Toxaway Creek.
NCG01545,Blue Ridge Mountains,Mountains,Mountain Ranges,natural - peak,,Yes,"is the name applied to the E portion of the Appalachian Mountains, which see, extending from a few mi. N of Harpers Ferry, W.Va., to N Georgia. The average elevation is from 2,000 to 4,000 ft. The highest peaks of the Blue Ridge are in the Black Mountains of North Carolina, which see. The name comes from the hazy blue appearance of the mountains. The Cherokee Indians knew the section of the mountains as Sa-kohna-gas (blue)."
NCG01550,Blue Rock Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,SE Buncombe County NE of Little Pisgah Mountain.
NCG01558,Blue's Mountain,Mountain,Mountatins,natural - peak,Hoke,No,"an elevation in N Hoke County on the Fort Bragg Military Reservation. Named for the Blue family, former owners."
NCG01561,Bluerock Knob,Knob,Mountain Summits,natural - peak,Yancey,No,"E Yancey County near the head of George Fork. Alt. 4,859."
NCG01567,Bluff Mountain,Mountain,Mountatins,natural - peak,Madison,No,"W Madison County near the head of Hickory Ridge Branch. Alt. 4,640."
NCG01568,Bluff Mountain,Mountain,Mountatins,natural - peak,Ashe,No,"SW Ashe County. Alt. 5,073."
NCG01573,Bly Gap,Gap,Gaps,natural - valley,Clay,No,S Clay County. The Appalachian Trail passes through the gap just N of the Georgia line.
NCG01576,Blythe Mountain,Mountain,Mountatins,natural - peak,Henderson,No,W Henderson County on Little Willow Creek.
NCG01578,Board Camp Gap,Gap,Gaps,natural - valley,Swain,No,N Swain County on Forney Ridge in Great Smoky Mountains National Park.
NCG01580,Board Gap,Gap,Gaps,natural - valley,Macon,No,on Drymans Branch in S Macon County.
NCG01590,Bob's Knob,Knob,Mountain Summits,natural - peak,Burke,No,"S Burke County. Alt. 2,000."
NCG01613,Bolin Knob,Knob,Mountain Summits,natural - peak,McDowell,Yes,"mountain at junction of Burke-McDowell-Rutherford county line. Alt. approx. 2,200. Named for a family living in the area by the late eighteenth century."
NCG01616,Bollers Knob,Knob,Mountain Summits,natural - peak,Henderson,No,central Henderson County at the head of Findley Creek.
NCG01654,Boone Cove Gap,Gap,Gaps,natural - valley,Madison,No,"on the Madison County, N.C.-Unicoi County, Tenn., line."
NCG01662,Boones Gap,Gap,Gaps,natural - valley,Wilkes,No,SW Wilkes County near the headwaters of Warrior Creek. Named for the explorer Daniel Boone.
NCG01686,Bowans Gap,Gap,Gaps,natural - valley,Cherokee,No,SW Cherokee County at the NE end of Angelico Mountain.
NCG01687,Bowden Mountain,Mountain,Mountatins,natural - peak,Davidson,No,E Davidson County between the headwaters of Flat Swamp Creek and Fourmile Branch.
NCG01696,Bowers Gap,Gap,Gaps,natural - valley,Avery,Yes,on the Avery-Watauga county line SE of Shawneehaw Creek.
NCG01704,Bowman Gap,Gap,Gaps,natural - valley,Cherokee,No,"SW Cherokee County between Angelico Mountain and Pack Mountain. Alt. approx. 3,215."
NCG01712,Boyd Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,NW Buncombe County between Cherry and Wade Gaps.
NCG01726,Bracken Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,a ridge approx. 1½ mi. long in W Transylvania County S of and parallel to the headwaters of Tucker Creek. Named for a large coarse fern growing there.
NCG01731,Braden Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,"E Cherokee County, extends from the headwaters of Lamb Branch on the S to Slow Creek on the n, due W of Indian Grave Gap."
NCG01733,Bradford Mountain,Mountain,Mountatins,natural - peak,Caldwell,No,"S Caldwell County. Alt. 1,313. Named for Bennet Bradford, eighteenth-century settler who is buried on its slopes."
NCG01739,Bradley Gap,Gap,Gaps,natural - valley,Buncombe,No,N Buncombe County between Bruce Knob and Bill Cole Mountain.
NCG01740,Bradley Mountain,Mountain,Mountatins,natural - peak,Henderson,No,"E Henderson County between Little Hungry River and Hungry River. Alt. 2,731."
NCG01755,Brandy Gap,Gap,Gaps,natural - valley,Mitchell,No,in NW Mitchell County at the head of Right Fork [Pigeonroost Creek].
NCG01758,Brank Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,N Buncombe County between Pink Fox Cove and Little Middle Mountain.
NCG01768,Brasstown Gap,Gap,Gaps,natural - valley,Clay,No,S Clay County on the headwaters of Beach Creek.
NCG01769,Brasstown Knob,Knob,Mountain Summits,natural - peak,Jackson,No,N Jackson County on Coward Mountain.
NCG01773,Brave Mountain,Mountain,Mountatins,natural - peak,Haywood,No,on the N end of Buck Mountain in W Haywood County.
NCG01791,Briary Knob,Knob,Mountain Summits,natural - peak,Haywood,No,E Haywood County on the head of Pisgah Creek.
NCG01811,Bridges Camp Gap,Gap,Gaps,natural - valley,Haywood,Yes,on the Haywood-Transylvania county line.
NCG01820,Brier Knob,Knob,Mountain Summits,natural - peak,Swain,No,"on Swain County, N.C.-Blount County, Tenn., line in Great Smoky Mountains National Park near lat. 35°34'15"" N., long. 83°40'48"" W. Alt. 5,225."
NCG01821,Brier Lick Gap,Gap,Gaps,natural - valley,Swain,No,"on Swain County, N.C.-Blount County, Tenn., line in Great Smoky Mountains National Park near lat. 35°32'00"" N., long. 83°49'42"" W."
NCG01823,Briertown Mountain,Mountain,Mountatins,natural - peak,Swain,No,"SW Swain County, extends NE beside Nantahala Gorge."
NCG01850,Brittain Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,N Buncombe County SW of Watershed Ridge.
NCG01856,Britton Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,"S Buncombe County. Alt. 2,530."
NCG01876,Broadway Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Little Scaly Mountain and Fork Mountain.
NCG01878,Brock Knob,Knob,Mountain Summits,natural - peak,Henderson,No,on French Broad River in W Henderson County.
NCG01882,Broke Yoke Gap,Gap,Gaps,natural - valley,Swain,No,on Graham-Swain county line between Tyre Knob and Peachtree Gap.
NCG01895,Brooks Gap,Gap,Gaps,natural - valley,Graham,No,central Graham County on Santeetlah Lake.
NCG01896,Brooks Gap,Gap,Gaps,natural - valley,Haywood,Yes,on the Buncombe-Haywood county line near the headwaters of South Hominy Creek.
NCG01897,Brooks Knob,Knob,Mountain Summits,natural - peak,Wilkes,No,on the Surry-Wilkes county line.
NCG01901,Broom Straw Mountain,Mountain,Mountatins,natural - peak,Madison,No,E Madison County between Paint Fork and Crooked Creek.
NCG01911,Brown Fork Gap,Gap,Gaps,natural - valley,Graham,No,at the E end of Cheoah Mountains in E central Graham County at the head of Sawyer Creek.
NCG01912,Brown Gap,Gap,Gaps,natural - valley,Macon,No,at the head of Henson Branch in SE Macon County.
NCG01917,Brown Mountain,Mountain,Mountatins,natural - peak,Burke,Yes,"on the Burke-Caldwell county line approx. 1Â½ mi. W of Wilson Creek. Alt. 2,725. Noted for mysterious lights, known since 1833 in many popular legends. Many explanations have been offered for the lights, among them burning marsh gas, foxfire, and light refraction by the atmosphere of train, automobile, or city lights."
NCG01932,Browns Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,"SW Buncombe County between Billy Cove and Sheep Rock. Alt. 3,760."
NCG01935,Browns Mountain,Mountain,Mountatins,natural - peak,Wilkes,Yes,"SW Wilkes County between Yadkin River and Long Fork of Beaver Creek. Named for James Brown, eighteenth-century resident who lived at its foot. Alt. 2,075. Joins Jerry Mountain in NE Caldwell County."
NCG01944,Bruce Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,N Buncombe County between Wolfpen Gap and Middle Mountain.
NCG01959,Brush Mountain,Mountain,Mountatins,natural - peak,Randolph,No,W Randolph County.
NCG01963,Brushy Face,Mountain,Mountatins,natural - peak,Macon,No,mountain in SE Macon County between Horseshoe Mountain and Sassafras Knob.
NCG01967,Brushy Fork Mountain,Mountain,Mountatins,natural - peak,Jackson,No,W Jackson County between Savannah Creek and Brushy Fork.
NCG01969,Brushy Gap,Gap,Gaps,natural - valley,Swain,No,NE Swain County in Great Smoky Mountains National Park on Shiltoskie Ridge.
NCG01970,Brushy Head Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,NE Cherokee County between Graybeard Creek and Valley River.
NCG01971,Brushy Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,NE Buncombe County near the headwaters of Walker Branch.
NCG01973,Brushy Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"N Haywood County between Mount Sterling Creek and Dogwood Flats Creek. Alt. approx. 5,600."
NCG01975,Brushy Mountains,Mountains,Mountain Ranges,natural - peak,Caldwell,Yes,"a low range extending across S Wilkes County, N Alexander County, and into E Caldwell County. Sometimes also described as crossing Yadkin and Surry Counties, with isolated Pilot Mountain included as the E peak. Pore's Knob in Wilkes County, the highest peak, is 2,680 ft.; Hibriten Mountain in Caldwell County is 2,265 ft. Shown on the 1755 ed. of the Fry-Jefferson map."
NCG01984,Bryant Mountain,Mountain,Mountatins,natural - peak,Watauga,No,central Watauga County N of Howard Creek.
NCG01993,Bryson Knob,Knob,Mountain Summits,natural - peak,Macon,No,E Macon County between Mashburn Branch and Cullasaja River.
NCG01995,Bryson Mountain,Mountain,Mountatins,natural - peak,Henderson,No,N Henderson County between Sitton Creek and Foster Creek.
NCG01998,Buby Gap,Gap,Gaps,natural - valley,Macon,No,on the Jackson-Macon county line.
NCG02008,Buck Cove Mountain,Mountain,Mountatins,natural - peak,Haywood,No,E Haywood County between Buck Cove and Rice Cove.
NCG02012,Buck Creek Gap,Gap,Gaps,natural - valley,Yancey,Yes,"on the McDowell-Yancey county line between Horse Trail Gap and Hazelnut Gap. Alt. approx. 3,200."
NCG02014,Buck Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on the Buncombe-McDowell county line S of Sourwood Gap.
NCG02015,Buck Gap,Gap,Gaps,natural - valley,Swain,No,"on the Swain County, N.C.-Blount County, Tenn., line in Great Smoky Mountains National Park near lat. 35°32'03"" N., long. 83°49'20"" W."
NCG02016,Buck Hill,Mountain,Mountatins,natural - peak,Avery,No,mountain peak in SW Avery County.
NCG02017,Buck Hill Gap,Gap,Gaps,natural - valley,Avery,No,W Avery County.
NCG02018,Buck Hollow Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,NE Rutherford County at the head of Duncans Creek.
NCG02020,Buck Knob,Knob,Mountain Summits,natural - peak,Cherokee,No,W Cherokee County between Shular Creek and Caney Branch.
NCG02021,Buck Knob,Knob,Mountain Summits,natural - peak,Macon,No,SW Macon County at the head of Allison Creek.
NCG02023,Buck Mountain,Mountain,Mountatins,natural - peak,Lee,No,"W Lee County. Several very rocky hills, one of which is quite steep, in an area of 3 or 4 acres."
NCG02024,Buck Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"SW Transylvania County, extends SE between the headwaters of Thompson River and Whitewater River."
NCG02034,Buck Spring Gap,Gap,Gaps,natural - valley,Haywood,Yes,"on the Haywood-Transylvania county line on Pisgah Ridge just S of Little Pisgah Mountain at the head of Pisgah Creek. Alt. 4,980."
NCG02038,Buck Water Mountain,Mountain,Mountatins,natural - peak,Macon,No,E Macon County between Little Buck Creek and Katie Creek.
NCG02044,Buckeye Gap,Gap,Gaps,natural - valley,Watauga,No,central Watauga County S of Norris Branch.
NCG02045,Buckeye Knob,Knob,Mountain Summits,natural - peak,Watauga,No,N Watauga County between the forks of Fork Ridge.
NCG02046,Buckeye Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,"a peak in the Swannanoa Mountains, S Buncombe County between Cedar Cliff and Face Rock."
NCG02054,Buckhorn Bald,Bald,Mountain Summits,natural - peak,Swain,No,"N Swain County in Great Smoky Mountains National Park on Forney Ridge. Alt. 4,829."
NCG02060,Buckhorn Gap,Gap,Gaps,natural - valley,Transylvania,No,N Transylvania County between the head of Avery Creek and Rich Mountain.
NCG02062,Buckhorn Knob,Knob,Mountain Summits,natural - peak,Caldwell,No,"N Caldwell County. Named by Bryson Coffey about 1870 for a big pair of antlers that he found there. Alt. approx. 1,500."
