ID,Label,Feature type,Meta-Category,Description
NCG01923,Brown's Island,Island,Landform,"S Carteret County, approx. 1Â½ mi. long, N of the E end of Harkers Island and separated from it by Westmouth Bay and Eastmouth Bay."
NCG01924,Brown's Sound,Sound,Water,"S Onslow County. Largely tidal marsh, it lies between Brown's Island and Onslow Beach and the mainland and extends from Bear Inlet to New River Inlet. It empties into the Atlantic Ocean through Bear Inlet, Browns Inlet, and New River Inlet. Now within the limits of Camp Lejeune."
NCG01938,Browns Swamp,Swamp,Wetlands,rises in SE Onslow County and flows SW into Turpentine Creek. Appears in local records as Brown's Creek as early as 1744.
NCG01939,Browns Swamp,Swamp,Wetlands,rises in E Cumberland County and flows SE into Big Creek.
NCG01985,Bryant Swamp,Swamp,Wetlands,"rises in Big Bay in SW Bladen County and flows W into Robeson County, where it enters Big Swamp."
NCG01987,Bryants Pond,Pond,Water,"NW Bladen County on Reedy Meadow Creek and Black Swamp. Formed by a dam built about 1860 to create a millpond. Fishing, swimming, and boating."
NCG01991,Bryson Cove,Cove,Water,on a tributary of Cowee Creek in N Macon County.
NCG02003,Buchanan Hollow,Valley,Landform,E Mitchell County between Mine Hill and Sandy Branch.
NCG02004,Buchanan's Pond,Pond,Water,"NW Scotland County on a tributary of Gum Swamp Creek. Formed in 1950 and named for owner, D. M. Buchanan. Covers 23 acres; max. depth 12 ft. Fishing, swimming, boating."
NCG02007,Buck Cove,Cove,Water,E Haywood County on the head of Thickety Creek.
NCG02019,Buck Island,Island,Landform,is a raised area of land surrounded by swamp in Mon Swamp in SE Tyrrell County.
NCG02022,Buck Marsh,Marsh,Wetlands,"rises in SE Wayne County and flows SE into Duplin County, where it enters Buck Run."
NCG02035,Buck Swamp,Swamp,Wetlands,rises in S Wayne County and flows NW into Thoroughfare Swamp.
NCG02040,Buckeye Cove,Cove,Water,E Haywood County on the head of Cove Creek.
NCG02041,Buckeye Cove,Cove,Water,NW Haywood County on the head of Big Creek.
NCG02050,Buckhead Swamp,Swamp,Wetlands,"rises in SE Bladen County and flows S into Columbus County, where it enters Slap Swamp."
NCG02063,Buckhorn Lake,Lake,Water,"SE Chatham and NE Lee Counties on Cape Fear River. Formed by a dam constructed in 1907, the lake covers 400 acres, with a max. depth of 21 ft. Used to generate hydroelectric power."
NCG02066,Buckhorn Swamp,Swamp,Wetlands,rises in NE Robeson County and flows SE into Gallberry Swamp.
NCG02072,Buckle Swamp,Swamp,Wetlands,"rises in SE Bladen County and flows SE into Pender County, where it enters Lyon Creek."
NCG02073,Buckleberry Pocosin,Pocosin,Wetlands,SE Bertie County.
NCG02074,Bucklesberry Pocosin,Pocosin,Wetlands,"NW Lenoir County. Mentioned in local records as early as 1780. Camp Blackjack (named for the black oak, commonly called blackjack oak), a Civil War training camp on the railroad near La Grange, was in the vicinity."
NCG02098,Buffalo Island,Island,Landform,swampy land formation on Potecasi Creek in central Hertford County.
NCG02101,Buffalo Lake,Lake,Water,W Harnett County on the headwaters of Reedys Swamp. Approx. Â½ mi. long. Alt. 293.
NCG02115,Buies Pond,Pond,Water,"N Robeson County on a branch of Richland Swamp. Covers approx. 150 acres, with a max. depth of 10 to 12 ft."
NCG02117,Bull Bay,Bay,Water,"NW Tyrrell County and NE Washington County, formed by the Scuppernong River estuary in Albemarle Sound. Surface area approx, 10,000 acres; max. depth 14 ft."
NCG02119,Bull Cove,Cove,Water,SW Macon County on a tributary of Big Indian Creek.
NCG02127,Bull Hill Mill Pond,Pond,Water,SW Northampton County on Wheeler Creek. Covers approx. 400 acres; max. depth 12 ft. Partly a natural lake but enlarged by a dam on the creek. Originally known as Lake Witheranna.
NCG02129,Bull Pocosin,Pocosin,Wetlands,"N Sampson County bounded on the S by Goshen Swamp, on the W by Ward Swamp and Craddock Swamp, and on the N by Kill Swamp."
NCG02130,Bull Point,Point,Landform,"NE Washington County, extends into Bull Bay from the N shore of Bull Creek estuary."
NCG02150,Bullpen Cove,Cove,Water,SE Haywood County on East Fork Pigeon River.
NCG02152,Bulltail Swamp,Swamp,Wetlands,"rises in SE Sampson County and flows SE into Duplin County, where it enters Doctors Creek."
NCG02170,Bunton Island,Island,Landform,"lies off the SW shore of Roanoke Island, E Dare County, in the waters of Croatan Sound."
NCG02185,Burgin Cove,Valley,Landform,SE Buncombe County between Black Mountain and Ridgecrest.
NCG02202,Burnett Cove,Cove,Water,E Haywood County on Burnett Creek.
NCG02223,Burnt Coat Swamp,Swamp,Wetlands,"rises in W central Halifax County and flows SW into Beech Swamp. Appears on the Collet map, 1770."
NCG02229,Burnt Pocosin,Pocosin,Wetlands,N Sampson County between Little Coharie Creek and Sevenmile Swamp.
NCG02236,Burnt Swamp,Swamp,Wetlands,rises in W Robeson County and flows SE into Richland Swamp.
NCG02268,Butler Island,Island,Landform,NE Tyrrell County in the mouth of Alligator Creek.
NCG02283,Button Bay,Bay,Water,a loam-filled bay in N Columbus County.
NCG02287,Buzzard Bay,Bay,Water,on the sound side of N Bodie Island in E Dare County; opposite the town of Kill Devil Hills and on S coast of Colington Island. See also Colington Island.
NCG02291,Buzzard Point,Point,Landform,"a large neck of marsh land on the Roanoke River, SE Halifax County."
NCG02306,Byrd Pond,Pond,Water,S Harnett County on Stewarts Creek. Approx. Â½ mi. long.
NCG02319,Cabin Cove,Valley,Landform,"SE Buncombe County, E of Garren Mountain."
NCG02334,Caesar Swamp,Swamp,Wetlands,rises in W Sampson County and flows SE into Little Coharie Creek.
NCG02343,Cahoon Point,Point,Landform,"extends from E Onslow County into White Oak River. Named for John Cahoon, early settler."
NCG02347,Cal Cove,Cove,Water,S Graham County between Willie Knob and Little Snowbird Creek.
NCG02364,Caler Cove,Cove,Water,at the head of Caler Cove Branch in N Macon County.
NCG02374,Calhoun Island,Island,Landform,formerly a 15-acre island in Little Tennessee River in NE Graham County. Now under the waters of Fontana Lake.
NCG02376,Calico Bay,Bay,Water,a loam-filled bay in SW Duplin County.
NCG02386,Call Millpond,Millpond,Water,S Wilkes County on Fishing Creek. Covers two acres; max. depth 12 ft. A grain mill and a sawmill operate there.
NCG02397,Calypso Community Pond,Pond,Water,on the head of Dicks Branch in NW Duplin County.
NCG02402,Camden Point,Point,Landform,the SE tip of Camden County that extends into the Albemarle Sound. See also Poquoson Point.
NCG02413,Camp Bay,Bay,Water,a bay in central Columbus County filled with fine sand.
NCG02437,Camp Grier Lake,Lake,Water,"W McDowell County on a tributary of Mill Creek; 1/5 mi. long, about 1 mi. NW of Old Fort. A summer camp is operated there by the Presbyterian Church. Formerly known as Lake Refuge."
NCG02451,Camp Point,Point,Landform,"at the NW tip of the largest island in the Hog Island group, NE Carteret County. Earlier known as Whale Camp Point and was the site of an early settlement."
NCG02455,Camp Swamp,Swamp,Wetlands,"rises in S Columbus County and flows SE into Horry County, S.C., where it enters Buck Creek."
NCG02467,Campbell Island,Island,Landform,"E Brunswick County on the Cape Fear River. Once known as Crane Island. Named for William Campbell (1745-81), a general in the Revolution."
NCG02490,Canal Swamp,Swamp,Wetlands,"rises in E Northampton County and flows SE into Hertford County, where it enters Potecasi Creek."
NCG02508,Cane Island,Island,Landform,"sandy island approx. Â¼ mi. long in French Broad River, W Madison County."
NCG02531,Cannon Lake,Lake,Water,is fed by several small streams in SW Rowan County. Covers 100 acres. Used as a source of water by former Cannon Mills and the town of Kannapolis.
NCG02532,Cannon Swamp,Swamp,Wetlands,rises in central Pitt County and flows SE into Moyes Run.
NCG02561,Cape Point,Point,Landform,"the extreme tip of land at Cape Hatteras, extends into the Atlantic Ocean, SE Dare County."
NCG02576,Careening Point,Point,Landform,"extended into North River estuary of Carteret County from the mainland on Moseley map, 1733. The name has fallen into disuse, though the point still exists."
NCG02578,Carl Alwin Schenck Forest,Forest,Landform,"central Wake County, approx. 3 mi. W of North Carolina State University. Covers 245 acres. Est. 1936 and afterward named in honor of Schenck (1865-1955) who, in 1898, founded the first forestry school in the United States at Biltmore Forest, which see. The school was closed in 1912. The Schenck Forest, owned and operated by the Department of Forestry and Environmental Resources, N.C. State University, is used for demonstration, research, and forest genetics. Schenck's ashes are scattered in the forest."
NCG02586,Carolarns Islands,Islands,Landform,"presumably the Outer Banks, which see, named in the charter of King Charles I to Sir Robert Heath, October 30, 1629."
NCG02594,Carolina Power Lake,Lake,Water,"NW Person and NE Caswell Counties on Hyco River. Formed in 1964 by the construction of Hyco Dam by Carolina Power and Light Company to condense turbine exhaust steam at its electricity-generating plant there. The lake is approx. 10 mi. long and covers 3,750 acres. It is also used for public recreation. Sometimes referred to as Roxboro Lake and Hyco Lake."
NCG02596,Carolina Shoal Beach,Beach,Landform,extreme S tip of the mainland of New Hanover County between the Atlantic Ocean and the Cape Fear River.
NCG02598,Caroon Point,Point,Landform,"a point extending from mainland of N Dare County, near Mashoes, into Albemarle Sound."
NCG02618,Carroll Lake,Lake,Water,"a spring-fed lake in W Clay County, N of Hiwassee River, formed about 1920. Covers 30 acres; max. depth 20 ft. Privately owned. Named for John C. Carroll, first owner."
NCG02622,Carrot Island,Island,Landform,a marshy island about 1.5 mi. long SE of Beaufort in S Carteret County and separated from the mainland by Taylor Creek. Long refuge for wild horses. Formerly Cart Island.
NCG02626,Carson Cove,Cove,Water,on a tributary of Iotla Creek in central Macon County.
NCG02634,Carter Cove,Valley,Landform,the valley through which Beaverdam Creek flows in SW Buncombe County.
NCG02640,Carter Pond,Pond,Water,S Wayne County in Yellow Swamp.
NCG02680,Cascade Lake,Lake,Water,in E Transylvania County in Little River. Covers 150 acres and has max. depth of 75 ft. Used for hydroelectric power and recreation.
NCG02683,Case Cove,Valley,Landform,the valley through which Wise Branch flows in SW Buncombe County.
NCG02686,Casey Bay,Bay,Water,"on Pamlico Sound side of Portsmouth Island W of community of Portsmouth, E Carteret County."
NCG02688,Casey Island,Island,Landform,"in Pamlico Sound off Portsmouth Island, E Carteret County."
NCG02695,Cashiers Lake,Lake,Water,"an artificial lake in S Jackson County formed in 1922 on Chattooga River. Covers 30 acres, with a max. depth of 50 feet. Used for fishing, boating, and power generation. Named for nearby town of Cashiers."
NCG02712,Caswell Beach,Beach,Landform,"the S beach front on Oak Island, SE Brunswick County."
NCG02722,Cat Island,Island,Landform,a small island in SW Carteret County in Bogue Sound.
NCG02725,Cat Point,Point,Landform,central Onslow County in Farnell Bay.
NCG02751,Catfield Point,Point,Landform,S Onslow County in Stones Bay.
NCG02753,Catfish Lake,Lake,Water,"a natural lake in Croatan National Forest, E Jones and SW Craven Counties. Covers 950 acres, with a max. depth of 4 to 5 ft. It is in the Lakes Pocosin, which see."
NCG02754,Catfish Point,Point,Landform,"E Tyrrell County, extends from the mainland into Alligator River."
NCG02756,Catharine Lake,Lake,Water,"a natural lake in NW Onslow County. Covers approx. 45 acres, with a max. depth of 15 ft. Alt. 17. A community by the name existed as early as 1861, but the lake itself apparently is not shown on early maps. Local tradition says that it was named by John Avirette for his fiancÃ©e, Catharine Cole. Another source relates that it was named for the Cothran family in the vicinity."
NCG02759,Cathey Cove,Cove,Water,S Haywood County on a tributary of Little East Fork Pigeon River.
NCG02774,Cattail Bay,Bay,Water,a loam-filled bay in central Columbus County.
NCG02778,Cattail Swamp,Swamp,Wetlands,rises in N central Wilson County and flows E into Town Creek.
NCG02782,Cawcaw Bay,Bay,Water,"shallow mucky area about 5 mi. long and about 2 mi. wide near SW edge of Green Swamp, SW Brunswick County."
NCG02783,Cawcaw Swamp,Swamp,Wetlands,"rises in Cawcaw Bay, SW Brunswick County, and flows SW into Waccamaw River."
NCG02788,Cedar Bay,Bay,Water,is formed by waters of Neuse River and the N tip of Carteret County.
NCG02789,Cedar Bay Point,Point,Landform,a point on the S shore of the Neuse River about 4 mi. upstream from its mouth and N of the entrance to Cedar Bay in NE Carteret County.
NCG02794,Cedar Cliff Lake,Lake,Water,"central Jackson County on Tuckasegee River, 14 mi. S of Sylva. Covers 121 acres; max. depth 150 ft. Dam constructed 1952; used to generate hydroelectric power for Nantahala Power and Light Company. Named for Cedar Cliff Mountain at the upper end of the lake. Alt. 2,330."
NCG02798,Cedar Cove,Cove,Water,W Graham County between Cedar Top and Santeetlah Creek.
NCG02812,Cedar Island,Island,Landform,"a small island in Bogue Sound, S Carteret County."
NCG02813,Cedar Island,Island,Landform,"a two-acre uninhabited tidal-marsh island in Cedar Island Bay on the W side of Church Island, central Currituck County."
NCG02814,Cedar Island Bay,Bay,Water,"approx. 4 mi. long and 1Â½ mi. wide, NE Carteret County. Bounded by Cedar Island, Back Bay, and Core Sound."
NCG02815,Cedar Island Point,Point,Landform,NE Carteret County; easternmost point of Cedar Island on S side of entrance from Core Sound into Cedar Island Bay.
NCG02820,Cedar Point,Point,Landform,"point of land in SW Carteret County extending into the mouth of White Oak River and Bogue Sound. Appears on the Moseley map, 1733."
NCG02860,Chadwick Bay,Bay,Water,"SE Carteret County, the mouth of Chadwick Creek. Named for Samuel Chadwick, eighteenth-century whaler who lived in the vicinity."
NCG02863,Chainshot Island,Island,Landform,"NE Carteret County in Core Sound, midway between Hog Island and Harbor Island. Named for a kind of shot consisting of two balls or half balls united by a short chain, formerly used in naval warfare to cut a ship's rigging or to sweep its decks. Named as early as the Moseley map, 1733. See also Hunting Quarter Sound."
