id,label,pronunciation,description,County,feature_type
NCG00227,Anderson Cove,,valley through which Shelton Branch flows in N Buncombe County.,Buncombe,Valley
NCG00228,Anderson Cove Branch,,rises in W Madison County and flows NW into Puncheon Camp Branch.,Madison,Branch
NCG00229,Anderson Creek,,rises in E Haywood County and flows NE into Burnett Creek.,Haywood,Creek
NCG00230,Anderson Creek Township,,S Harnett County.,Harnett,Township
NCG00231,Anderson Mountain,,E Haywood County between the headwaters of Stamey Cove Branch and Sally Haines Branch.,Haywood,Mountain
NCG00232,Anderson Swamp Creek,,rises in central Vance County and flows N into Kerr Lake.,Vance,Creek
NCG00233,Anderson Township,,S central Caswell County.,Caswell,Township
NCG00234,Anderson's Mountain,,NE Lincoln County. Also known as Little Mountain.,Lincoln,Mountain
NCG00235,Anderson's Store,,See Anderson.,,Reference
NCG00236,Andersons Crossroads,,community in N Halifax County.,Halifax,Community
NCG00237,Andreas Branch,,rises in N central Swain County and flows W into Noland Creek.,Swain,Branch
NCG00238,Andrews,,"town in NE Cherokee County. Inc. 1905. First known as Valley Town, a name still applied to an adjacent community. Renamed for Alexander Boyd Andrews (1841-1915), leader in the development of the Western North Carolina Railroad. Alt. 1,825. Produces textiles and apparel.",Cherokee,Town
NCG00239,Andrews Bald,,"N Swain County in Great Smoky Mountains National Park between Forney Creek and Salola Branch. Alt. 5,860.",Swain,Bald
NCG00240,Andrews Geyser,,"SW McDowell County, in Horseshoe Bend of the Southern Railway, was constructed in the 1880s, restored in 1911 and 1975, as a tribute to Col. Alexander Boyd Andrews, builder of the Western North Carolina Railroad into Asheville. Water from a higher mountain lake about 2 mi. away is piped to the site. Natural pressure forces the water upward in a 100-ft. jet from the center of a stone fountain. Formerly passenger trains stopped there for 20 minutes to enable those interested to visit the site.",McDowell,PointOfInterest
NCG00241,Andy,,community in N Polk County on the head of Bullin Creek.,Polk,Community
NCG00242,Andy Branch,,"rises in NW Haywood County in Great Smoky Mountains and flows about 2 mi. SE to join Woody Branch, which then joins Conrad Creek in forming Little Cataloochee Creek. Named for Andy Bennett, a former homeowner in the area.",Haywood,Branch
NCG00243,Andy Gap,,S Macon County between Cedar Cliff Mountain and Mulberry Gap.,Macon,Gap
NCG00244,Angel Mountain,,SW Macon County between Bryson Branch and Moore Creek.,Macon,Mountain
NCG00245,Angelico Gap,,SW Cherokee County at the SW end of Angelico Mountain.,Cherokee,Gap
NCG00246,Angelico Mountain,,SW Cherokee County extending NE from Angelico Gap to Bowmans Gap. See also Rocky Face.,Cherokee,Mountain
NCG00247,Angeline,,community in N Henderson County between McDowell Creek and North Fork.,Henderson,Community
NCG00248,Angier,,"town in N Harnett County. Inc. 1901. Named for Col. John C. Angier, one of the town's founders. Produces apparel. Alt. 301.",Harnett,Town
NCG00249,Angle,,"community in SE Wayne County served by post office, 1888-1902.",Wayne,Community
NCG00250,Anglin Branch,,"rises in W Yancey County and flows SE into Jacks Creek. Named for Manon Anglin, an early settler.",Yancey,Branch
NCG00251,Anglin Knob,,central Yancey County near the head of Bailey Branch.,Yancey,Knob
NCG00252,Anglins Mill,,"community in NW Rockingham County. Named for Anglin family, members of which operated gristmill on Mayo River in mid-eighteenth century.",Rockingham,Community
NCG00253,Angola,,See Maple Hill.,,Reference
NCG00254,Angola Bay,,"pocosin in S Duplin and N Pender Counties. Angola Bay Game Preserve there is maintained by the N.C. Wildlife Resources Commission; bear, deer, and other wildlife abound. See also Holly Shelter Bay.",Duplin|Pender,Pocosin
NCG00255,Angola Creek,,rises in Angola Bay in NE Pender County and flows S into Holly Shelter Creek.,Pender,Creek
NCG00256,Ann Mountain,,on a branch of Cabin Creek in S Henderson County.,Henderson,Mountain
NCG00257,Anna,,"community in central Alleghany County served by post office, 1890-1921.",Alleghany,Community
NCG00258,Annandale,,community in SE Pender County. Alt. 44.,Pender,Community
NCG00259,Annie Mountain,,"E Henderson County S of Bradley Mountain. Alt. 2,731.",Henderson,Mountain
NCG00260,Anson County,,"was formed in 1750 from Bladen County. In the S central section of the state, it is bounded by the state of South Carolina and by Union, Stanly, and Richmond Counties. It was named for George Anson, Lord Anson (1697-1762), a British admiral who, for a number of years, was assigned to protect the commerce of the Carolina coast from pirates. Area: 536 sq. mi. County seat: Wadesboro, with an elevation of 423 ft. Townships are Ansonville, Burnsville, Gulledge, Lanesboro, Lilesville, Morven, Wadesboro, and White Store. Produces lumber, bricks, soybeans, oats, corn, milo, cotton, broilers, turkeys, hosiery, textiles, and wooden boxes. Sand, gravel, and crushed stone are also produced, and there are deposits of granite, sandstone, and shale for brick.",,County
NCG00261,Ansonville,,"town in N central Anson County. Alt. 324. Settled 1844, named in 1857 for the county. Inc. 1885. Carolina Female College, 1850-67, est. by local planters and later operated by the Methodist Church, was there.",Anson,Town
NCG00262,Ansonville Township,,N central Anson County.,Anson,Township
NCG00263,Anthony Bolick Branch,,rises in NW Caldwell County on NW slopes of Rocky Knob and flows W into Johns River.,Caldwell,Branch
NCG00264,Anthony Branch,,See Auntery Branch.,,Reference
NCG00265,Anthony Creek,,rises in central Catawba County and flows SW into Clark Creek.,Catawba,Creek
NCG00266,Anthony Mountain,,S central Avery County.,Avery,Mountain
NCG00267,Anthony's Creek,,rises in NW Caldwell County and SE Avery County and flows SE into Johns River.,Avery,Creek
NCG00268,Antioch,,community in S Hoke County on Raft Swamp.,Hoke,Community
NCG00269,Antioch Township,,E Wilkes County.,Wilkes,Township
NCG00270,Antler,,"community in central Moore County served by post office, 1891-1907.",Moore,Community
NCG00271,Antone,,See Concord.,,Reference
NCG00272,Apalachia Lake,,"NW Cherokee County on Hiwassee River at the Tennessee state line. Formed by Tennessee Valley Authority dam completed in 1943. Covers 1,123 acres, max. depth 120 ft., approx. 10 mi. long. Spelling with single p contrary to accepted manner.",Cherokee,Lake
NCG00273,Apex,,"town in W Wake County on the head of Beaver Creek. Inc. 1873. Named because it was supposed to be the highest point on the railroad between Richmond, Va., and Jacksonville, Fla. When first settled, the area was an important producer of turpentine and rosin. The town now produces apparel, plywood, and chemicals.",Wake,Town
NCG00274,Appalachian Creek,,rises in NW Rutherford County and flows NE into Broad River.,Rutherford,Creek
NCG00275,Appalachian Mountains,,"include all of the E mountains of the United States from Alabama to northern Maine. The name was given by Spaniards under Hernando De Soto in 1539 for the Apalachee Indians, whose name meant ""people on the other side"" (presumably of a river). In North Carolina the Blue Ridge, Black Mountains, and Great Smoky Mountains are part of the Appalachian Mountains. At one time, both Appalachian and Allegheny were names applied to the range from Georgia to New York, but a study by Arnold Guyot, ""On the Appalachian Mountain System,"" published in 1861, firmly established the present name. See also Mountain Region.",,Mountains
NCG00276,Appalachian Trail,,"a marked footpath extending approx. 2,050 mi. from Maine to Georgia. In North Carolina approx. 70 of the 200 mi. within the state cross the crest of the Great Smoky Mountains. The highest point on the trail is Clingmans Dome, with an alt. of 6,642 ft. Proposed in 1921 and completed in 1937, it has been described as the longest marked footpath in the world.",,Trail
NCG00277,Appie,,"community in N Greene County. Named about 1907 for Mrs. Appie (Apelia?) Bynum, local resident.",Greene,Community
NCG00278,Apple Grove,,"community in NW Ashe County. Alt. 3,137.",Ashe,Community
NCG00279,Appletree,,"community in NW Greene County served by post office, 1886-98. Later known as Lindell, which see.",Greene,Community
NCG00280,Appletree Branch,,rises in NW Macon County and flows SW into Queens Creek.,Macon,Branch
NCG00281,Appletree Swamp,,rises in NE Wayne County and flows SE into Nahunta Swamp in Greene County. The name appears in local records prior to 1750.,Wayne,Swamp
NCG00282,Applewhite,,"community in E Columbus County served by post office, 1892-1907.",Columbus,Community
NCG00283,Aquadale,,community in S Stanly County. Inc. 1943; charter repealed 1945. Named by local resident: aqua (water) and dale (valley). Many springs in the area.,Stanly,Community
NCG00284,Aquascog River.,,See Whipping Creek.,,Reference
NCG00285,Aquascogoc,,"appears on the White map, 1585, as an Indian village near the head of Pungo River estuary, not far from either modern Scranton in Hyde County or Belhaven in Beaufort County.",,NativeAmericanSettlement
NCG00286,Aquone,,"community in W Macon County on Nantahala River. Alt. 2,950. Settled on the site of Fort Scott, one of the stockades where Cherokee Indians were housed before being removed to Oklahoma, 1838. Name believed to be a corruption of egwanul'ti (by the river).",Macon,Community
NCG00287,Arabi,,"community in N Robeson County served by post office, July-November 1900.",Robeson,Community
NCG00288,Arabia,,nickname applied about 1860 to the desolate Outer Banks of North Carolina.,,Nickname
NCG00289,Aramancy River,,See Great Alamance Creek.,,Reference
NCG00290,Aramuskeet,,"described in 1758 as a part of Hyde County: ""That Part of the County is a Peninsula, or rather an Island for three Parts of the Year, and can be entered by foot Passengers only in the Height of Summer, and that with great Difficulty for several Miles together. It was formerly an Indian Settlement, and there are at present about 12 Families of Indians, who live dispersed among the Whites, and dress and live like them, but they have still one whom they call the King among them."" See also Aromuskek Marshes; Lake Mattamuskeet.",Hyde,NativeAmericanSettlement
NCG00291,Arapahoe,,"town in S Pamlico County, inc. 1920. Post office est. 1886. Said to have been named for a local racehorse.",Pamlico,Town
NCG00292,Ararat,,community in E Surry County on Ararat River. Named for the river. Alt. 898.,Surry,Community
NCG00293,Ararat River,,"rises in Virginia and flows S across Surry County into Yadkin River. Appears on the Collet map, 1770. Named for the biblical Mount Ararat.",Surry,River
NCG00294,Arba,,community in S Greene County. Named for the biblical name Kirjatharba (Joshua 14:15).,Greene,Community
NCG00295,Arbuckle,,"community in E Yancey County between North Toe and South Toe Rivers near their junction. A former post office, Dobag [Doe Bag], served the area.",Yancey,Community
NCG00296,Arcadia,,community in N Davidson County.,Davidson,Community
NCG00297,Arcadia Township,,NW Davidson County.,Davidson,Township
NCG00298,Arch Hill,,a mountain in N Macon County between Tellico Creek and Bird Branch.,Macon,Mountain
NCG00299,Arch Ridge,,"SE Clay County, extends S in arc from Vineyard Mountain to Shooting Creek.",Clay,Ridge
NCG00300,Archdale,,"town in SE Cleveland County. Alt. 943. Settled in the eighteenth century and named for Quaker John Archdale, governor of Carolina, 1694-96.",Cleveland,Town
NCG00301,Archdale County,,"was formed before 1696 ""on Pampticoe River without the Bounds of the County of Albemarle."" It was named for John Archdale (1642?-1717), governor of Carolina, 1694-96. The precinct of Pampticoe was a part of Archdale County in 1696, at which time it became the County of Bath. The name of Archdale County was changed to Craven, which see, about 1712.",,County
NCG00302,Archdale Precinct,,"was formed from Bath County on December 3, 1705, and named in honor of John Archdale (1642?-1717), governor of Carolina, 1694-96. The name was changed about 1712 to Craven County, which see.",,Precinct
NCG00303,Archer Lodge,,community in N Johnston County.,Johnston,Community
NCG00304,Archie's Point,,"point of land extending from Bogue Banks into Bogue Sound, SW Carteret County. Named for Archibald Smith. Sometimes also called Point of Woods.",Carteret,Point
NCG00305,Archies Creek,,"rises in NE Surry County and flows E into Stokes County, where it enters Dan River.",Surry,Creek
NCG00306,Archies Knob,,NW Stokes County near Dan River.,Stokes,Knob
NCG00307,Arcola,,"community in SE Warren County E of Fishing Creek. Post office est. there in 1849, but discontinued in 1954.",Warren,Community
NCG00308,Arcot,,"community in central Sampson County served by post office, 1894-1902.",Sampson,Community
NCG00309,Arden,,"town in S Buncombe County. Settled about 1840. Inc. 1883, but long inactive in municipal affairs. Known first as Shufordsville. Renamed for the Forest of Arden in Shakespeare's play As You Like It Alt. 2,225.",Buncombe,Town
NCG00310,Ardreys,,"community in S Mecklenburg County served by post office, 1898-1902.",Mecklenburg,Community
NCG00311,Ardulusa,,community on Rockfish Creek in S Cumberland County.,Cumberland,Community
