id,label,alternate_label,wikidata_id,loc_id,worldcat_id,viaf_id,description,feature_type,county,coordinates,creator,contributor,source
,Reedy Branch Baptist Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Revels/hammonds Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Revels Family (Lonnie) Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Revels Family Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Rhodes Site,,https://www.wikidata.org/wiki/Q18157244,,,,"prehistoric archaeological site near Hamilton, North Carolina. The site consits of buried remains of Native America cultural importance from the Middle to Late Woodland periods of 300BC - 1715AD. Charred biological remains points towards cooking and possible seasonal habitation on this site. ",nct:NativeAmericanSettlement,Bertie County,,Griffin Powell,Jonah Lewis,"https://archaeology.ncdcr.gov/get-involved/archaeological-sites-sample/rhodes-site#:~:text=The%20Rhodes%20site%20(31Br90)%20is,1715)."
NCG12873,Roanoke Island,,https://www.wikidata.org/wiki/Q1636839,http://id.loc.gov/authorities/subjects/sh85114586,http://id.worldcat.org/fast/1241356,,"Island off the coast of North Carolina near Cape Hatteras. Site of the first British attempts to colonize North America, famous for the lost colony founded by Sir Walter Raleigh. approx. 11 mi. long and 2Â¼ mi. wide, E Dare County; it is separated by Roanoke Sound from Bodie Island (Outer Banks) on the E and from the mainland by Croatan Sound on the w. Site of Fort Raleigh, center of English exploration and settlement, 1584-87. Name believed to be of Algonquian Indian origin signifying ""northern people"" or ""northerners,"" referring to the fact that the Indians lived on the N end of the island or that they had earlier migrated from an ancestral home in the n. The name Roanoke also came to be applied to shell beads. Site of freedman's colony, 1865. Fort Raleigh National Historic Site is on the N end of the island. See also Manteo; Carteret.",nct:Island,Dare County,,William Powell,Griffin Powell,https://www.ncpedia.org/roanoke-island-first-english
NCG12875,Roanoke Rapids,,https://www.wikidata.org/wiki/Q2028322,http://id.loc.gov/authorities/names/n82070890,http://id.worldcat.org/fast/1220065,http://viaf.org/viaf/sourceID/LC%7Cn++82070890#skos:Concept,city in N Halifax County on the Roanoke River. Founded in 1893 by John Armstrong Chaloner (1862-1935) as a cottonmill site and named for the rapids in the river. Inc. 1897. Originally known as Great Falls. Produces paper and textiles. Alt. 169.,nct:City,Halifax County,,William Powell,,
,Robeson Memorial Park,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Rockey River,Rocky river,https://www.wikidata.org/wiki/Q7355987,,,,"is a river in Anson County, North Carolina. It flows East into the Yadkin River.",nct:River,Anson County,,Jonah Lewis,Griffin Powell,https://dc.lib.unc.edu/cdm/ref/collection/ncmaps/id/467
,Rox-Rennert,,,,,,Lumbee community in Robeson County.,nct:Community,Robeson County,,Kaylin Blount,,https://dlib.uncp.edu/digital/collection/lumbee/id/56/rec/1
,Saddletree,,https://www.wikidata.org/wiki/Q6031443,,,,"Lumbee township in Robeson County, located north of Pembroke.",nct:Community,Robeson County,"34.718, -79.0323",Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318.|Lowery, M. Maynor. (2010). Lumbee Indians in the Jim Crow South: race, identity, and the making of a nation. Chapel Hill: University of North Carolina Press.|https://dlib.uncp.edu/digital/collection/lumbee/id/56/rec/1"
,Saint Annah,,,,,,"Lumbee community in Robeson County, north of Pembroke.",nct:Community,Robeson County,,Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318.|Lowery, M. Maynor. (2010). Lumbee Indians in the Jim Crow South: race, identity, and the making of a nation. Chapel Hill: University of North Carolina Press."
,Salem Missionary Baptist Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Saluda ,,https://www.wikidata.org/wiki/Q2024972,,,,"a settlement in Polk & Henderson Counties, North Carolina",nct:Community,Polk County|Henderson County,,Jonah Lewis,Griffin Powell,
,Sampson County Mound No. 1,,,,,,"A Native American burial mound documented as being located ""located about 2 1/2 miles west of Clinton (Sampson county), on the eastern exposure of a small hill.""  and containing ""small fragments of charcoal, two bunches of small shell ""beads,"" and the parts of 16 human skeletons.""",nct:Burial Mound,Sampson County,,Harvey Maynor,,"HOLMES, J. A. “NOTES ON THE INDIAN BURIAL MOUNDS OF EASTERN NORTH CAROLINA.” Journal of the Elisha Mitchell Scientific Society, vol. 1, 1883, pp. 73–79. JSTOR, www.jstor.org/stable/24330058."
,Sampson Family Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Sandcutt Cemetary,Oxendine Cemetary,,,,,See Oxendine Cemetary.,nct:Reference,Robeson County,,Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318."
,Sandcutt Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Sandy Plains Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Sandy Ridge Holiness Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Sauratown Mountains,,https://www.wikidata.org/wiki/Q7427530,,,,"mountain range in North Carolina, USA
",nct:Mountains,Stokes County|Surry County,,Jonah Lewis,Griffin Powell,
NCG13454,Sauratown Township,,https://www.wikidata.org/wiki/Q7427534,,,,"a township in Stokes County, North Carolina",nct:Township,Stokes County,,William Powell,Griffin Powell,
NCG13478,Saxapahaw,,https://www.wikidata.org/wiki/Q2023981,http://id.loc.gov/authorities/names/no2008167464,http://id.worldcat.org/fast/1877582,http://viaf.org/viaf/sourceID/LC%7Cno2008167464#skos:Concept,city in N Halifax County on the Roanoke River. Founded in 1893 by John Armstrong Chaloner (1862-1935) as a cottonmill site and named for the rapids in the river. Inc. 1897. Originally known as Great Falls. Produces paper and textiles. Alt. 169; named for the Sissipahaw Indians who once lived in the area.,nct:Community,Alamance County,,William Powell,Griffin Powell,https://www.ncpedia.org/sites/default/files/documents/intrigue_place-names2.pdf
NCG13539,Scuffletown,Pembroke (later),,,,,See Pembroke.,nct:Reference,Robeson County,,William Powell,Kaylin Blount,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318."
,Scuffletown Church,New Hope Church,,,,,See New Hope Church.,nct:Reference,Robeson County,,Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318."
,Seuponung Lake,New Lake,https://www.wikidata.org/wiki/Q49212895,,,,"Lake in Hyde County, North Carolina. ",nct:Lake,Hyde County,,Griffin Powell,,https://dc.lib.unc.edu/cdm/ref/collection/ncmaps/id/467
,Shannon Assembly Of God,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Shaw Mound Group,"Duncan Shaw Place Mounds,  Duncan Shaw estate Mounds",,,,,"A Native American burial mound group said to be located "" on the Duncan Shaw estate, about eight miles nearly due west of Fayetteville""and containing inside ""fragments of bone of small diameter"" and in the area ""Projectile points, knives, and chips, with an occasional perforator""",nct:Burial Mound,Cumberland County,,Harvey Maynor,,"The Exploration of Mounds in North Carolina Author(s): Charles Peabody Source: American Anthropologist, New Series, Vol. 12, No. 3 (Jul. - Sep., 1910), pp. 425-433 Published by: Wiley on behalf of the American Anthropological Association Stable URL: https://www.jstor.org/stable/659900"
,Shooting Creek,Dustayalunyi|Du’stayalun’yi,,,,,"historic Cherokee Valley town on Shooting Creek, S central Clay County. Its Cherokee name, Dustayalunyi, translates to “where it made a noise as of thunder or shooting.” The town was a refuge for Cherokee from the Lower Towns in present-day South Carolina after the Anglo-Cherokee War. Over 500 people were living in the area at the time of removal. Site is now beneath Chatuge Lake.",nct:NativeAmericanSettlement,Clay County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition; Duncan and Riggs, Cherokee Heritage Trails Guidebook"
,Sissipahaw Town,,,,,,"a Native American community that was in what is current day Alamance County. This community was likely destroyed/abandoned in the aftermath of the Yamasee War of 1715 after the Sissipahaw Tribe joined the side of the Yamasee Tribe against the English colonists, and ultimately lost the war.",nct:FormerCommunity|nct:NativeAmericanSettlement,Alamance County,,Griffin Powell,,https://www.ncpedia.org/sissipahaw-indians
,Smiling Family Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Smith Family Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Smyrna Baptist Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
NCG14102,Smyrna Township,,,,,,Lumbee township in SE Robeson County.,nct:Township,Robeson County,,William Powell,Kaylin Blount,https://dlib.uncp.edu/digital/collection/lumbee/id/56/rec/1
,Spikebuck Town Mound,,https://www.wikidata.org/wiki/Q16900428,,,,"Mississippian earthen platform mound on SW bank of Hiwassee River in present-day Hayesville, W central Clay County. Townhouse site for the historic Cherokee town of Quanasee. Clay County acquired the mound in 2000.",nct:NativeAmericanSettlement,Clay County,"35.04252706941337, -83.806120846174",Corinne Foster,,"Steere, “Revisiting Platform Mounds and Townhouses in the Cherokee Heartland"""
,St. Anna Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,St. Pauls Holiness Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Stage Stop,St. Pauls,,,,,"See St. Puals, St. Pauls was known as the ""stage stop"", because it is
located half-way between Fayetteville and Lumberton.",nct: Reference,Robeson County,,Harvey Maynor,,"Mclean, D. and M. R. Sellon. “Documentary Research of the Lumber River Basin.” (1978)."
,Stecoah,ᎤᏍᏗᎪᎢ|Sticcoa|Stekoa|Stecoa|Stecoe|Sticoe|Steecoy|Stikoy|Stickoey|Stickowee|Stikayi|Stika’yi|Ustigohi,,,,,"historic Cherokee Middle town on S bank Tuckasegee River, NW Jackson County. Destroyed by James Grant’s army in the Ango-Cherokee War and William Moore’s in the Cherokee War of 1776. Its Cherokee name, Ustigohi, means “little place.”",nct:NativeAmericanSettlement,Jackson County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition; Duncan and Riggs, Cherokee Heritage Trails Guidebook; Boulware, “The Effect of the Seven Years’ War on the Cherokee Nation""; Dean, The Cherokee War of 1776; French, “An Account of the Towns in the Cherokee Country"""
,Stewartsville Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
NCG14699,Storys Creek,South Hicootee River,https://www.wikidata.org/wiki/Q35417981,,,,"is a river in Person County, North Carolina. It rises in central Person County and flows NE into Marlowe Creek.  It is a smaller branch of the Hicootee River.",nct:Creek,Person County ,,William Powell,Griffin Powell,https://dc.lib.unc.edu/cdm/ref/collection/ncmaps/id/467
,Sugar Town,ᎫᎳᏎᏥᏱ|Kulsetsiyi|Kulsetsi|Kalsetsiyi|Kulsage|Culasaga|Cullasagee|Culsetsa,,,,,"historic Cherokee Middle town on Cullasaja River, E Macon County. Its Cherokee name is Kulsetsiyi, or honey locust place. The word for honey locust (kulsetsi) was also used to mean sugar, which is why settlers often called Kulsetsiyi “Sugar Town.”",nct:NativeAmericanSettlement,Macon County,,Corinne Foster,,"Mooney, Myths of the Cherokee"
NCG14777,Sugar Town,,,,,,community in E Macon County on Cullasaja River. Also known as Cullasaja.,nct:Community,Macon County,,William Powell,,
,Swananoa,,https://www.wikidata.org/wiki/Q2022344,,,,"a community in Buncombe County; name is derived from the Cherokee word Suwali-Nunna, meaning ""trail of the Suwali tribe.""",nct:Community,Buncombe County,,Jonah Lewis,Griffin Powell,https://www.ncpedia.org/sites/default/files/documents/intrigue_place-names2.pdf
,Sycamore Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Tallulah Mound,,,,,,"Mississippian earthen platform mound on Tulula Creek, central Graham County. Townhouse site for historic Cherokee town of Tulula (Tallulah). The Eastern Band of Cherokee Indians regained ownership of the mound in 2015.",nct:NativeAmericanSettlement,Graham County,,Corinne Foster,,
,Tanasee,ᏔᎾᏏ|Tanasi|Tanase|Tenasi|Tansi|Tenassee|Tennessee|Tunissee|Tanasqui,,,,,"historic Cherokee Out town on Tuckasegee River, central Jackson County. It is about 3 miles from Judaculla Rock. Tanasee is an Uchean name.",nct:NativeAmericanSettlement,Jackson County,,Corinne Foster,,"Duncan and Riggs, Cherokee Heritage Trails Guidebook; Goodwin, Cherokees in Transition"
NCG14960,Tanasee Bald,Tsunegunyi|Tsunegunyi Tsukalu,https://www.wikidata.org/wiki/Q7682321,,,,"mountain peak on the Haywood-Transylvania county line at the junction of Pisgah Ridge and Tanasee Ridge in Pisgah National Forest. Lat. 35°17'30"" N., long. 82°55'03"" W. Alt. 5,560. The Cherokee call the peak Tsunegunyi (“there where it is white”) and Tsunegunyi Tsukalu (Judaculla Old Fields, Judcaculla’s place). It is said that Judcaculla produced the petroglyphs on Judaculla Rock by jumping down from this peak.",nct:Bald,Haywood County|Transylvania County,,William Powell,Corinne Foster,"Duncan and Riggs, Cherokee Heritage Trails Guidebook"
,Tanasee Creek Lake,,,,,,"40 acre lake on the east fork of the Tuckasegee River, SE Jackson County. Created by Nantahala Power & Light Company in the 1950s.",nct:Lake,Jackson County,,Corinne Foster,,
,Tawarra,,,,,,"located at the mouth of the Merrihan river where the Meherrin lived at one time. This settlement moved from Virginia to the mouth of the Meherrin River in 1685. They gained this name from the Tawarra near Boykins, VA. The man location of Tawarra shifted to the Meherrin Neck (See Manly Neck) 10 years later. Tawarra shares a Nebulous border with early Carolina and Virgina, so like Weyanoke Creek it has been included here. See Weynoke Creek ",nct:NativeAmericanSettlement,Hertford County,,Jonah Lewis,Griffin Powell,https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5481&context=etdd
,Tellico,ᏖᎵᏉ|Telliquo|Tallico|Talikwa,,,,,"historic Cherokee Valley town on Valley River, NE Cherokee County. Destroyed by Andrew Williamson’s army in the Cherokee War of 1776. ",nct:NativeAmericanSettlement,Cherokee County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Dean, The Cherokee War of 1776"
,Ten Mile Center Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Tessentee,ᏖᏎᎾᏘ|Tessantee|Tessantih|Tessuntee,,,,,"historic Cherokee Middle town on Little Tennessee River, S central Macon County. Destroyed by Andrew Williamson’s army in the Cherokee War of 1776.",nct:NativeAmericanSettlement,Macon County,"35.11016034948793, -83.37916195308352",Corinne Foster,,"Dean, The Cherokee War of 1776; Duncan and Riggs, Cherokee Heritage Trails Guidebook"
,"Thayer Farm Site
",,https://www.wikidata.org/wiki/Q24436331,,,,"is an archaeological site in Randolph County believed to have been the site of ancient Native American habitation. Evidence of pottery, spear and arrow heads, shell fragments and human bone has been found on the site.",nct:NativeAmericanSettlement|nct:HistoricalSite,Randolph County,,Griffin Powell,,https://dcr.lib.unc.edu/indexablecontent/uuid:fa3a488c-4323-4f63-955b-d9dfabd82067
,The Breece Site,,,,,,"A Native American village site said to be located ""adjacent to the McLean Mound near Fayetteville"" on land at the time ""owned by ·Mr. A. B. Breece of Fayetteville."" Considered to be "" a multi-component site which has been occupied for several thousand years""",nct:Village,Cumberland County,,Harvey Maynor,,North Carolina Archaeology (formerly Southern Indian Studies) Vol. 18
,The Lowry Home Place,,,,,,"Henry Berry Lowry's home place, located a few miles south of Pembroke in Robeson County.",nct:HistoricalSite,Robeson County,,Kaylin Blount,,https://dlib.uncp.edu/digital/collection/lumbee/id/56/rec/1
,the Lowry Road,,,,,,Lumbee community in Robeson County.,nct:Community,Robeson County,,Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318."
,The Lumbee,Lumber River|Lumbee River|Downing Creek (formerly),,,,,See Lumber River.,nct:Reference,Columbus County|Hoke County|Robeson County|Scotland County,,Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318.|https://dlib.uncp.edu/digital/collection/lumbee/id/56/rec/1"
,The New River,,https://www.wikidata.org/wiki/Q17109827,,,,"Flows through NC, Virginia and West Virginia and is part of the Ohio River watershed",nct:River,Ashe County,,Jonah Lewis,Griffin Powell,https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5481&context=etd
,The North Carolina Indian Cultural Center,,,,,,a Native American recreational and cultural center in Robeson County.,nct:CulturalCenter,Robeson County,,Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318."
,The University of North Carolina at Pembroke,Croatan Normal School (formerly)|Indian Normal School of Robeson County (formerly)|Cherokee Indian Normal School of Robeson County (formerly)|Pemboke State College for Indians (formerly)|Pembroke State College (formerly)|Pembroke State University (formerly),https://www.wikidata.org/wiki/Q10709746,http://id.loc.gov/authorities/names/no99018594,https://www.worldcat.org/identities/lccn-no99018594,https://viaf.org/viaf/126990739,"a public university in Pembroke. UNCP is the oldest college founded by Native Americans in the United States. It was established in 1887, with the name Croatan Normal School, and was opened in 1888. In 1909, the school was moved to its present location in Pembroke. In 1911, the name was changed to the Indian Normal School of Robeson County. The name was changed to Pembroke State College for Indians in 1941. In 1969, the name was changed again to Pembroke State University, which was kept until 1987, when it was changed for a final time to The University of North Carolina at Pembroke.",nct:EducationalInstitution,Robeson County,"34.6876,-79.202",Kaylin Blount,,https://www.uncp.edu/about/history
,Thomas Family Cemetery #1,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Thomas Family Cemetery #2,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Thompson Community Baptist Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Tomotla,Tomately|Tomatley|Tomothle|Tomahli|Tamali|Tama’li|Tomotli|Toonatla,,,,,"historic Cherokee Valley town on Valley River, NE Cherokee County. Name originated with Yamasee refugees who settled in the valley after the Yamasee War in 1715-1716.",nct:NativeAmericanSettlement,Cherokee County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition; Cherokee County Chamber of Commerce"
NCG15304,Town Creek Indian Mound,,https://www.wikidata.org/wiki/Q4452751,,,,"State Historic Site, S Montgomery County. Area: 53 acres. Est. 1937. is an archaeological site in Montgomery County, believed to have been the site of ancient Pee Dee village, defensive palisades, and platform mound. Contains excavated and restored a now Indian mound dating from early sixteenth century and a museum. It is the only national historic landmark in North Carolina dedicated to Native American Indian Culture. ",nct:NativeAmericanSettlement|nct:HistoricalSite,Montgomery County,,William Powell,Griffin Powell,https://historicsites.nc.gov/all-sites/town-creek-indian-mound
,Tuckaleechee,Tuckarechee|Tucharechee|Tuckoritchee|Tuckalegee|Tikwalitsi|Tikwali’tsi|Tuckareetchih,,,,,Historic Cherokee Out town in central Swain County on Tuckasegee River. Destroyed by James Grant’s army in 1761 and Griffith Rutherford’s in 1776. Present-day Bryson City.,nct:NativeAmericanSettlement,Swain County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition; Duncan and Riggs, cherokee Heritage Trails Guidebook"
,Tuckasegee,Dvkasigi|Dakasiyi|Daksiyi|Tucosegee|Tuckaseegee|Tsiksi’tsi|Tsiksitsi|Tuksi’tsi|Tuckseche,,,,,"historic Cherokee Out town on Tuckasegee River, NW Jackson County. Destroyed by John Sevier’s army in 1761 and William Moore’s in the Cherokee War of 1776. Name means “place of the Eastern box turtle.”",nct:NativeAmericanSettlement,Jackson County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition; Duncan and Riggs, cherokee Heritage Trails Guidebook; Keel, Cherokee Archaeology"
NCG15430,Tuckasegee,,https://www.wikidata.org/wiki/Q7851034,http://id.loc.gov/authorities/names/n97037242,http://id.worldcat.org/fast/1279981,http://viaf.org/viaf/sourceID/LC%7Cn++97037242#skos:Concept,"community in central Jackson County at junction of West Fork Tuckasegee River with Tuckasegee River. Alt. 2,184.",nct:Community,Jackson County,,William Powell,Corinne Foster,
NCG15433,Tuckasegee River,,https://www.wikidata.org/wiki/Q7851033,,,,"is formed in SE Jackson County by the junction of Panthertown and Greenland Creeks and flows NW through central Jackson County and into Swain County, where it enters Little Tennessee River. Named for the Cherokee Indian town Tuckaseegee, which see.",nct:River,Jackson County,,William Powell,Corinne Foster,
,Tulula,Tallulah|Tallula|Talula|Talulu|Tululu|Toruro|Tararo,,,,,"historic Cherokee Middle town on Tulula Creek, central Graham County.",nct:NativeAmericanSettlement,Graham County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition"
,Tuscarora Town,Tuscarorow Town,,,,,"was a town on the Roanoke River in modern day Bertie County, North Carolina. This community was likely destroyed/abandoned in the aftermath of the Tuscarora War of 1711-1715, in which the Tuscarora Tribe ultimately lost the war against the English colonists.",nct:FormerCommunity|nct:NativeAmericanSettlement,Bertie County,,Griffin Powell,,https://dc.lib.unc.edu/cdm/ref/collection/ncmaps/id/467
NCG15536,Tusquitee Mountains,,https://www.wikidata.org/wiki/Q31426273,,,,NW Clay County extending NE from Leatherwood Branch to the Clay-Macon county line. ,nct:Mountain,Clay County,,William Powell,Corinne Foster,
,Tusquittee,Tusquietee|Tusquittah|Da’skwitun’yi,,,,,"historic Cherokee Valley town on Tusquittee Creek, W central Clay County. Destroyed by Andrew Williamson's army in the Cherokee War of 1776. Name means “rafters place.”",nct:NativeAmericanSettlement,Clay County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition; Dean, The Cherokee War of 1776"
,Tynacoka Creek,Hendrick's Creek,,,,,"Tynacoka is the pre-angliziced name of a creek, which connects to the Tar River. The creek was later anglicized to Hendrick's Creek. It is near the town of Tarboro - once named Tarrburg. ",nct:Creek,Edgecombe County,,Griffin Powell,,https://dc.lib.unc.edu/cdm/ref/collection/ncmaps/id/467
NCG15585,Unaka,,https://www.wikidata.org/wiki/Q7882251,,,,"a unincorporated community in Cherokee County, North Carolina. Unaka gets its name from the surrounding mountains. The word Unaka come from the Cherokee word for the color white. ",nct:Community,Cherokee County,,William Powell,Griffin Powell,https://web.archive.org/web/20190703220903/https://www.cherokeecountychamber.com/community-backstory/
,Uncle Amos Cemetery,The Duncan Bell Graveyard,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Union Chapel,,,,,,Lumbee community in Robeson County.,nct:Community,Robeson County,,Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318.|Lowery, M. Maynor. (2010). Lumbee Indians in the Jim Crow South: race, identity, and the making of a nation. Chapel Hill: University of North Carolina Press."
,Union Chapel Elementary School,,,,,,a Native American elementary school serving areas surrounding Pembroke in Robeson County.,nct:EducationalInstitution,Robeson County,,Kaylin Blount,,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318."
,Union Light Baptist Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,University Sportswear,,,,,,a clothing manufacturing company and the largest Native-owned business in North Carolina. Located in the Red Banks community of Robeson County.,nct:BusinessORBusinessDistrict,Robeson County,,Kaylin Blount,,https://dlib.uncp.edu/digital/collection/lumbee/id/56/rec/1
,Urahaw,,,,,,a branch of Potecasi Creek which is a place that the Weyanokes retreated after being pushed from the Albemarle Sound. See Cutawhiskey,nct:Branch,Hertford County,,Jonah Lewis,Griffin Powell,https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5481&context=etd
,Usannah,Usana|Usanah|Ussanah,,,,,"historic Cherokee Middle town on Little Tennessee River, NE Macon County. Destroyed by James Grant’s army in the Anglo-Cherokee War.",nct:NativeAmericanSettlement,Macon County,,Corinne Foster,,"Boulware, “The Effect of the Seven Years’ War on the Cherokee Nation"""
,Ustanali,ᎤᏍᏔᎾᎵ|Outstenarla|Oustenale|Outstanole|Outstanalle|Oostinawley|Estanaula|Eastanora|Eustenaree|Eastinaulee|Eastanolee|Ustenary|Ustanali|Ustana’li,,,,,"historic Cherokee Out town on Tuckasegee River, NW Jackson County. Name refers to a natural barrier of rocks in a stream.",nct:NativeAmericanSettlement,Jackson County,,Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition"
NCG15655,Uwharrie Mountains,,https://www.wikidata.org/wiki/Q2504957,,,,"extend NE-SW across Montgomery, Randolph, and Stanly Counties. The Yadkin River flows through the SW end. Geologists describe the mountains as isolated, residual knobs that have resisted erosion and weathering better than the surrounding countryside. Probably formed several hundred million years ago by a number of explosive-type volcanoes. John Lawson visited the area in 1701 and used the name Heighwaree. Morrow Mountain State Park and Town Creek Indian Mound Historic Site are there. There are many named peaks, particularly in Montgomery and Randolph Counties. Alts. are not over 1,800 ft.",nct:Mountains,Randolph County|Montgomery County|Stanly County|Davidson County,,William Powell,Griffin Powell,
