id,label,feature type,general watertype,description
NCG01037,Bells Creek,Creek,Stream,rises in N Richmond County and flows SE into Rocky Fork Creek.
NCG01055,Bems Creek,Creek,Stream,rises in W Halifax County and flows SE into Little Fishing Creek.
NCG01056,Ben Bolen Creek,Creek,Stream,rises in SW Ashe County and flows W into Three Top Creek.
NCG01057,Ben Cove Branch,Branch,Stream,rises in E Jackson County and flows SE into Sols Creek.
NCG01058,Ben Creek,Creek,Stream,rises in N Macon County and flows NW into Cold Spring Creek.
NCG01061,Benaja Creek,Creek,Stream,"rises in NE Guilford County and flows NE into Rockingham County, where it enters Haw River. Original name was Benajar. Believed to have been named for the tropical ben tree, plus ajar in the sense of ""out of place."""
NCG01070,Bennett Branch,Branch,Stream,rises in N Transylvania County near Bennett Gap and flows SE into Cherry Cove Branch.
NCG01071,Bennett Branch,Branch,Stream,rises in SE Haywood County and flows NW into East Fork Pigeon River.
NCG01074,Bennetts Creek,Creek,Stream,"is formed by the junction of Duke, Harrell, and Raynor Swamps in central Gates County. It flows SW and SE into Chowan River. Named for Richard Bennett, governor of Virginia, 1652-55. Appears on the Ogilby map, 1671."
NCG01077,Bennies Branch,Branch,Stream,rises in S Macon County and flows NE into Turtle Pond Creek.
NCG01080,Bens Creek,Creek,Stream,rises in E Warren County and flows SE into Little Fishing Creek. Mentioned in local records as early as 1764.
NCG01086,Benson Creek,Creek,Stream,rises in N Surry County and flows SE into Stewart Creek.
NCG01087,Bent Creek,Creek,Stream,is formed in N Yancey County by the junction of Left Prong Bent Creek and Right Prong Bent Creek. It flows SE approx. ⅒ mi. into Cane River.
NCG01088,Bent Creek,Creek,Stream,"rises near Bent Creek Gap, S Buncombe County, and flows NE into French Broad River."
NCG01097,Benton Branch,Branch,Stream,"rises in E Lenoir County and flows NE into Dailys Creek. Probably named for Francis Benton, who was living in the vicinity as early as 1760."
NCG01111,Bernal Branch,Branch,Stream,rises in W Johnston County and flows SE into Hannah Creek.
NCG01114,Berry Creek,Creek,Stream,rises in E Macon County and flows NW into Corbin Creek.
NCG01122,Bert Creek,Creek,Stream,rises in SE Graham County and flows SW by Bert Creek Lead into Tulula Creek. Named for Bert Wiggins.
NCG01141,Bethel Creek,Creek,Stream,rises in SW Perquimans County and flows SE into Yeopim River.
NCG01147,Betsy Branch,Branch,Stream,rises in central Jackson County and flows NW into Trout Creek.
NCG01149,Bett Brook,Brook,Stream,rises in S Catawba County and flows SE into Clark Creek.
NCG01151,Bettie McGee's Creek,Creek,Stream,"rises in W Randolph County and flows SW into Uwharrie River. Said to have been named for the second wife (also known as Martha McGee) of William Bell, first sheriff of the county. Cornwallis and troops camped nearby at mill operated by William McGee. Monument at Guilford Courthouse National Military Park in her honor."
NCG01152,Bettis Branch,Branch,Stream,rises in N Cherokee County and flows S and SW into Valley River.
NCG01153,Betts Branch,Branch,Stream,rises in central Swain County and flows SW into Deep Creek.
NCG01155,Betty Branch,Branch,Stream,rises in NW Henderson County and flows SE into Boylston Creek.
NCG01156,Betty Branch,Branch,Stream,rises in W Jackson County and flows NE into Savannah Creek.
NCG01157,Betty Creek,Creek,Stream,"rises in S Macon County and flows SE into Rabun County, Ga., where it joins Darnell Creek in forming Little Tennessee River."
NCG01166,Bevins Branch,Branch,Stream,rises in SE Cherokee County and flows SE and NE into Brendle Branch.
NCG01168,Biddie Toe Creek,Creek,Stream,rises in W Nash County and flows NE into Tar River.
NCG01172,Big Alamance Creek,Creek,Stream,"rises in SE Guilford County and flows NE to join Little Alamance Creek in forming Great Alamance Creek, which see."
NCG01174,Big Arm Creek,Creek,Stream,rises in N Johnston County and flows SW into Marks Creek.
NCG01176,Big Bald Branch,Branch,Stream,rises in W Haywood County and flows NW into Caldwell Fork.
NCG01181,Big Bear Creek,Creek,Stream,rises in NW Stanly County and flows SE into Long Creek.
NCG01182,Big Bear Pen Branch,Branch,Stream,rises in N Transylvania County and flows E into Looking Glass Creek.
NCG01184,Big Beartrap Branch,Branch,Stream,rises in S Haywood County and flows E into Middle Fork.
NCG01185,Big Bearwallow Creek,Creek,Stream,rises in central Transylvania County and flows S into North Fork French Broad River.
NCG01186,Big Beaverdam Creek,Creek,Stream,"rises in SE Sampson County and flows E into Duplin County, where it enters Rockfish Creek."
NCG01187,Big Bend,Bend,Stream,a turn in Pigeon River in N Haywood County near the mouths of Groundhog Creek and Skiffley Creek.
NCG01189,Big Branch,Branch,Stream,rises in E Wake County and flows N into Walnut Creek.
NCG01190,Big Branch,Branch,Stream,rises in N Macon County and flows NW into Cold Spring Creek.
NCG01191,Big Branch,Branch,Stream,rises in NE Brunswick County and flows E into Cape Fear River.
NCG01192,Big Branch,Branch,Stream,rises in W Avery County and flows SW into Roaring Creek.
NCG01194,Big Buffalo Creek,Creek,Stream,rises in central Lee County and flows NW into Deep River.
NCG01195,Big Bugaboo Creek,Creek,Stream,rises in NE Wilkes County and flows S into Yadkin River.
NCG01198,Big Butt Creek,Creek,Stream,rises in NE Buncombe County and flows NW into Straight Creek.
NCG01210,Big Cove Branch,Branch,Stream,rises in NE Cherokee County and flows SW into Dan Holland Creek.
NCG01211,Big Crabtree Creek,Creek,Stream,rises in SE Yancey County and flows N on the Mitchell-Yancey county line into North Toe River.
NCG01213,Big Creek,Creek,Stream,rises in N Madison County and flows S into Shelton Laurel Creek.
NCG01214,Big Creek,Creek,Stream,rises in E Cumberland County and flows NE and SE into South River on the Cumberland-Sampson county line.
NCG01217,Big Dam Branch,Branch,Stream,rises in N Cherokee County in the Snowbird Mountains and flows SW into Hyatt Creek.
NCG01221,Big East Fork,Fork,Stream,a cove on Dry Branch in E Haywood County.
NCG01222,Big Elk Creek,Creek,Stream,rises in NE Watauga County and flows SE into South Fork New River at town of Todd.
NCG01225,Big Falls,Falls,Stream,on Stony Creek in central Alamance County near the confluence with Haw River. A post office existed in the vicinity as early as 1882. See also Hopedale.
NCG01228,Big Flats Branch,Branch,Stream,rises in N Swain County and flows SW into Bone Valley Creek.
NCG01229,Big Flatty Creek,Creek,Stream,"rises in S Pasquotank County and flows SE into Albemarle Sound. Shown on the Hack map, 1684, as Flatt Creek; on the Moseley map, 1733; and the Collet map, 1770, as Flatty Creek."
NCG01234,Big Governors Creek,Creek,Stream,"rises in E Moore County and flows NW into Deep River on the Moore-Lee county line. Called Millstone Creek in a 1748 grant to Governor Gabriel Johnston. Named for Johnston, who owned 7,000 acres N of the creek. Appears as Governors Creek on the Collet map, 1770."
NCG01235,Big Grassy Creek,Creek,Stream,rises in E central Avery County and flows SW into Linville River.
NCG01238,Big Harris Creek,Creek,Stream,rises in central Cleveland County and flows SE into First Broad River.
NCG01240,Big Head Branch,Branch,Stream,rises in NE Swain County and flows SE into Straight Fork.
NCG01241,Big Hogback Creek,Creek,Stream,rises in SE Jackson County and flows SW into Horsepasture River.
NCG01242,Big Horse Creek,Creek,Stream,"rises in SW Grayson County, Va. and flows SE into N central Ashe County, where it enters North Fork New River."
NCG01243,Big Hungry Creek,Creek,Stream,rises in E Henderson County and flows SW into Green River.
NCG01245,Big Indian Creek,Creek,Stream,rises in SW Macon County and flows N into Nantahala River.
NCG01249,Big Juniper Creek,Creek,Stream,rises in W Moore County and flows NE into McLendons Creek.
NCG01250,Big Kennedy Creek,Creek,Stream,rises in S Yadkin County and flows S into Iredell County. It enters Flat Rock Creek NE of Houstonville.
NCG01258,Big Laurel Branch,Branch,Stream,rises in S Macon County and flows NW into Kilby Creek.
NCG01259,Big Laurel Creek,Creek,Stream,rises in W Macon County and flows NW into Whiteoak Creek.
NCG01260,Big Laurel Creek,Creek,Stream,rises in NW Ashe County and flows SE into North Fork New River.
NCG01265,Big Lick Creek,Creek,Stream,rises in E central Durham County and flows NE into Neuse River.
NCG01267,Big Lost Cove Creek,Creek,Stream,rises in S Yancey County and flows N into South Toe River.
NCG01269,Big Meadow Creek,Creek,Stream,"rises in W Stanly County and flows W into SE Cabarrus County, where it enters Rocky River."
NCG01272,Big Mooney Branch,Branch,Stream,rises in S Macon County and flows SW into Kilby Creek.
NCG01274,Big Mountain Branch,Branch,Stream,rises in W Transylvania County and flows SW into North Fork French Broad River.
NCG01275,Big Mountain Creek,Creek,Stream,"rises in S Montgomery County and flows SW into Richmond County, where it enters Pee Dee River."
NCG01280,Big Peachtree Creek,Creek,Stream,"rises in E Franklin County and flows SE into Nash County, where it joins Little Peachtree Creek in forming Stony Creek."
NCG01282,Big Pine Creek,Creek,Stream,rises in NE Alleghany County and flows W into Brush Creek.
NCG01284,Big Pine Fishing Gut,Gut,Waterway,a water-filled ditch adjoining the Neuse River in E Durham County.
NCG01287,Big Piney Branc,Branch,Stream,rises in NE Buncombe County and flows SE into Flat Creek.
NCG01292,Big Pond Branch,Branch,Stream,rises in central Columbus County and flows SW into Beaverdam Swamp.
NCG01293,Big Poplar Cree,Creek,Stream,rises in S Yancey County and flows NE into Sugar Camp Creek.
NCG01296,Big Rattlesnake Branch,Branch,Stream,rises in NE Buncombe County and flows S into Swannanoa River.
NCG01300,Big Rock Creek,Creek,Stream,rises in N Mitchell County and flows SW into Toe River.
NCG01301,Big Rocky Branch,Branch,Stream,rises in N Madison County and flows SE into White Rock Branch.
NCG01304,Big Sandy Creek,Creek,Stream,rises in NE Wilkes County and flows SW into East Prong Roaring River.
NCG01308,Big Shoal Branch,Branch,Stream,rises in SW Macon County and flows E into Big Indian Creek.
NCG01309,Big Shoeheel Creek,Creek,Stream,"rises in N Scotland County and flows S through W Robeson County into South Carolina, where it enters Little Pee Dee River. See also Maxton."
NCG01312,Big Spring Branch,Branch,Stream,rises in W Haywood County and flows SE into Jonathans Creek.
NCG01313,Big Spring Creek,Creek,Stream,rises in E Mitchell County and flows S into Hawk Creek.
NCG01319,Big Swag Branch,Branch,Stream,rises in central Jackson County and flows N into Bear Creek.
NCG01323,Big Tomahawk Creek,Creek,Stream,rises in S Sampson County and flows S to join Little Tomahawk Creek in forming Tomahawk Creek.
NCG01325,Big White Oak Creek,Creek,Stream,"rises in W Wake County and flows S and SW into Chatham County, where it enters New Hope River."
NCG01327,Big Witch Creek,Creek,Stream,rises in N Jackson County and flows SW into Wrights Creek.
NCG01332,Biggerstaff Branch,Branch,Stream,rises in SE Mitchell County and flows SW into Beaver Creek.
NCG01337,Bill Allen Branch,Branch,Stream,"rises in E central Yancey County and flows N into Little Crabtree Creek. Named for Bill Allen, an early settler who raised a large family there."
NCG01338,Bill Branch,Branch,Stream,rises in central Catawba County and flows SW into Clark Creek.
NCG01341,Bill Davenport Branch,Branch,Stream,rises in SE Mitchell County and flows S into North Toe River.
NCG01343,Bill Moore Creek,Creek,Stream,rises in S Buncombe County near Stradley Mountain and flows N into Hominy Creek. Enka Lake is on Bill Moore Creek.
NCG01347,Bills Branch,Branch,Stream,rises in W Haywood County and flows SW into Evans Creek.
NCG01348,Bills Creek,Creek,Stream,"rises in NW Rutherford County and flows E into Cove Creek. Named for Rev. William (Billy) Logan, whose brick house still stands nearby."
NCG01351,Billy Branch,Branch,Stream,rises in N Transylvania County and flows SW into South Fork Mills River.
NCG01357,Billy's Branch,Branch,Stream,rises in central Carteret County and flows W into Black Creek.
NCG01358,Billy's Creek,Creek,Stream,flows between tidal-marsh islands in the mouth of White Oak River in E Onslow County. Named for Billy (William) Russell.
NCG01359,Billys Creek,Creek,Stream,rises in N Franklin County and flows NE into Tar River.
NCG01364,Bingham Branch,Branch,Stream,rises in E Alamance County in the N outskirts of Mebane and flows NW into Mill Creek.
NCG01370,Birch Creek,Creek,Stream,rises in central Pender County and flows SW into Rileys Creek. Now often referred to locally as Birch Branch.
NCG01371,Birch Fork Creek,Creek,Stream,rises in NE Rockingham County and flows E into Wolf Island Creek. Originally known as Birchfield Fork Creek.
NCG01374,Birchfield Branch,Branch,Stream,rises in NW Swain County and flows SE into Fontana Lake.
NCG01375,Birchfield Creek,Creek,Stream,rises in W Avery County and flows SE into North Toe River.
NCG01377,Bird Branch,Branch,Stream,rises in N Macon County and flows N into Little Tennessee River.
NCG01378,Bird Creek,Creek,Stream,"rises in SE Buncombe County and flows NE into McDowell County, where it enters Crooked Creek."
NCG01379,Bird Creek,Creek,Stream,rises in W Mitchell County and flows SE into Pigeonroost Creek.
NCG01382,Bird Rock Falls,Falls,Stream,"W Transylvania County on North Fork French Broad River just below where it is formed by junction of Indian Creek and Shoal Creek. Alt. approx. 2,720."
NCG01389,Bishop Creek,Creek,Stream,rises in SE Pender County and flows S into Topsail Sound.
NCG01400,Black Branch,Branch,Stream,rises in E Clay County and flows SW into Buck Creek.
NCG01404,Black Creek,Creek,Stream,rises in E Carteret County and flows S into Newport River. Sometimes called Black River.
NCG01411,Black Gut Creek,Creek,Stream,rises in NW Northampton County and flows S into Roanoke River.
NCG01412,Black Jack Branch,Branch,Stream,rises in E Union County and flows E into W Anson County and into Brown Creek.
NCG01422,Black Mountain Branch,Branch,Stream,rises in S Macon County and flows NE into South Fork [Skeenah Creek].
NCG01429,Black River,River,Stream,"rises in N Harnett County and flows SE across the county into E Cumberland County, where, at the Cumberland-Sampson county line, it joins East Mingo Branch in forming South River."
