name,wikidata_id,human,discogs_id,type,originate_from,ncg_id,Period (start),Period (end),genre,description
The Hutchens,Q7741171,FALSE,,trio,Sandy Ridge,NCG13381,1995,1996,country music,"The Hutchens was an American country music trio from Sandy Ridge, North Carolina composed of brothers Barry, Bill and Bryan Hutchens. They were signed to Atlantic Records and released their debut album, Knock, Knock, in 1995. Stephen Thomas Erlewine of Allmusic gave the album three stars out of five, writing that it ""showcases their laid-back country-rock to a fine effect."" Its lead single, the title track, peaked at number 56 on the Billboard Hot Country Singles & Tracks chart. It received a favorable review from Deborah Evans Price of Billboard, who said that it features ""high-energy production, lots of personality in the vocal delivery, and [a] catchy chorus."""
Tres Chicas,Q7838707,FALSE,1064760,group,Raleigh,NCG12430,1999,present,country music,"Tres Chicas are an alternative country group from Raleigh, North Carolina."
Tennessee Ramblers,Q7700142,FALSE,4459388,band,Charlotte,NCG02916,1928,1949,country music,"The Tennessee Rambers were an American Country and Western swing band that originally consisted of Dick Hartman (1898–1962) on mandolin and vocals, Harry Blair on guitar and vocals, Kenneth Wolfe on fiddle, and Cecil Campbell on banjo and steel guitar. Hartman formed the band in 1928 to perform on Pittsburgh radio station KDKA. In 1934, the band moved to Charlotte, North Carolina, which remained their base for most of the band's lifespan. While in Charlotte, the group played on WBT. By the time the Tennessee Ramblers made their first recording for Bluebird Records in 1935, they had added bassist Fred Morris, fiddler Elmer Warren, and a novelty musician named Jack Gillette. The band performed in the 1936 motion picture Ride Ranger Ride and the 1937 film The Yodelin' Kid from Pine Ridge, both starring Gene Autry. Although Hartman left the group in 1938, the band continued performing under the leadership of Gillette. They appeared in several films in the early 1940s, including Tex Ritter's The Pioneers in 1941. In 1949, Harry Blair retired, leaving Campbell as the last remaining original member. Campbell continued using the band's name, however, until the 1980s."
The Aldridge Sisters,Q7713064,FALSE,,duo,North Carolina,NCG10905,1977,present,country music,"The Aldridge Sisters, Sheila and Sherry Aldridge, are an American singing act that appeared on The Lawrence Welk Show from 1977 to 1982."
Whitey and Hogan,Q17143810,FALSE,2809453,duo,Shelby,NCG13724,1935,2001,country music,"Whitey and Hogan (Roy ""Whitey"" Grant born April 7, 1916 in Shelby, North Carolina - died September 17, 2010 in Charlotte, North Carolina and Arval Hogan born July 24, 1911 in Robbinsville, North Carolina - died September 12, 2003 in Charlotte) were an American country music duo active for sixty-six years."
Parmalee,Q7139162,FALSE,1701538,band,Parmele,NCG11488,2001,present,country music,"Parmalee is an American country music band consisting of brothers Matt Thomas (lead vocals, guitar) and Scott Thomas (drums), along with their cousin Barry Knox (bass) and Josh McSwain (guitar), who is a best friend since childhood. They are signed to the Stoney Creek division of BBR Music Group and have released three studio albums: Feels Like Carolina, 27861, and For You. The band has made six entries on the Billboard Hot Country Songs and Country Airplay charts, with two number-one singles on the latter: ""Carolina"" in 2013, and ""Just the Way"", a collaboration with Blanco Brown, in 2021."
The Morris Brothers,Q7752316,FALSE,1119285,group,Old Fort,NCG11158,1930s,1940s,country music,"The Morris Brothers (Zeke Morris; May 9, 1916 – August 21, 1999 and Wiley Morris; February 1, 1919 – September 22, 1990) were an American country music group particularly popular in the 1930s, although they continued to play together occasionally until the 1970s."
Brad Suggs,Q162613,TRUE,710705,musician|guitarist,Raleigh,NCG12430,1933,,rock and roll,"Brad Suggs is a singer and songwriter, but best known as a guitarist that contributed greatly to the legacy of Phillips' Sun and Phillips' International labels. His name is widely unknown although he appeared on more than eight Sun and Phillips International records."
Wayne Handy,Q7976298,TRUE,1725373,singer,Eden,NCG04749,"May 14, 1935",,rock and roll,Wayne Handy is a rock and roll singer.
Earnest East,Q23751637,TRUE,,singer,Surry County,NCG14850,"July 8, 1916","January 8, 2000",old time,"Earnest East was a fiddle, guitar, and banjo player. East began his music career as a member of the Camp Creek Boys, and later founded his own instrumental band which he called the Pine Ridge Boys in 1966. In 1969, the Pine Ridge Boys released their first album, titled ""Old Time Mountain Music"", on the County label. Their second album, ""Stringband Music From Mt. Airy"" was released in 1981 on the Heritage label. East received several folklore awards in his lifetime, including the Brown-Hudson Folklore Award from the North Carolina Folklore Society in 1988, and the North Carolina Folk Heritage Award in 1990."
Al Hopkins,Q617475,TRUE,,musician|pianist,Watauga County,NCG15928,1889,"October 21, 1932",country music,"Albert Green Hopkins was an American musician, a pioneer of what later came to be called country music; in 1925 he originated the earlier designation of this music as ""hillbilly music"", though not without qualms about its pejorative connotation. Hopkins played piano, an unusual instrument for Appalachian music. The members of the band that brought him to fame came variously from Hopkins' own Watauga County, North Carolina, and from Grayson and Carroll Counties in Virginia. Although the group formed up in 1924 in Galax, Virginia, they were based in Washington, D.C., and performed regularly on . In 1927 they became the first country musicians to perform in New York City. They were also the first to play for a president of the United States and the first to appear in a movie."
Emmylou Harris,Q231286,TRUE,83609,country singer|singer-songwriter|guitarist|recording artist,Greensboro,NCG06266,"April 2, 1947",,country music|Americana|folk music|bluegrass music|alternative country|gospel music|world music,"Emmylou Harris is an American singer, songwriter, and musician. She has released dozens of albums and singles over the course of her career and has won 14 Grammys, the Polar Music Prize, and numerous other honors, including induction into the Country Music Hall of Fame. In 2018, she was presented the Grammy Lifetime Achievement Award. Harris' work and recordings include work as a solo artist, a bandleader, an interpreter of other composers' works, a singer-songwriter, and a backing vocalist and duet partner. She has worked with numerous artists."
Eric Church,Q975911,TRUE,2690296,singer-songwriter|musician|banjoist|composer|singer|guitarist,Granite Falls,NCG06071,"May 3, 1977",,country music,"Kenneth Eric Church is an American singer-songwriter. He has released nine studio albums through Capitol Nashville since 2005. His debut album, 2006's Sinners Like Me, produced three singles on the Billboard country charts including the top 20 hits ""How 'Bout You"", ""Two Pink Lines"", and ""Guys Like Me"". His second album, 2009's Carolina, produced three more singles: ""Smoke a Little Smoke"" and his first top 10 hits, ""Love Your Love the Most"" and ""Hell on the Heart"". 2011's Chief, his first No. 1 album, gave him his first two No. 1 singles, ""Drink in My Hand"" and ""Springsteen"", and the hits ""Homeboy"", ""Creepin'"", and ""Like Jesus Does"". His third No. 1 single was ""The Only Way I Know"", which he, Jason Aldean, and Luke Bryan recorded for Aldean's album Night Train. A fourth album, The Outsiders, was released in February 2014. It produced five new singles between 2013 and 2015 with the title track, ""Give Me Back My Hometown"", ""Cold One"", ""Talladega"" and ""Like a Wrecking Ball"". ""Talladega"" and ""Give Me Back My Hometown"" each reached number one on the Country Airplay chart. Eric Church got his sixth No. 1 hit with Keith Urban in May 2015 with the single ""Raise 'Em Up"". His fifth studio album, Mr. Misunderstood, was released in November 2015 and went on to produce two number one singles with ""Record Year"" and ""Round Here Buzz"". On July 13, 2018, Church released the first single and title track of his album Desperate Man, which was released in October 2018. In April 2021, Church released the triple album set Heart & Soul."
Ernest Thompson,Q1356536,TRUE,843793,musician|harmonicist|songwriter|banjoist|singer|guitarist,Winston-Salem,NCG16525,"February 20, 1892","December 7, 1961",country|traditional|Tin Pan Alley|ragtime|show tunes,"Ernest Errott Thompson was a blind street musician from Winston-Salem, North Carolina, who was one of the earliest country musicians to be recorded in the United States. In his sessions with Columbia Records in 1924, Thompson recorded many songs that today are considered among the most iconic from country music's early history, including ""Are You from Dixie?"", ""Old-Time Religion"", ""Bury Me Beneath the Willow"", ""Wreck of the Southern Old 97"", ""Life's Railway to Heaven"" and ""Little Rosewood Casket"". Blinded as the result of a work-related accident in his late teens, Thompson spent most of his life as a street musician, singing to his own accompaniment on guitar and harmonica. In 1924, he was discovered by a Columbia A&R representative who signed him to a recording contract. Thompson traveled to New York City for three recording sessions that year and returned in 1930 for two more sessions. However, sales of his records proved disappointing, and Columbia cancelled his contract. After a couple sessions with another label, Thompson's recording career ended, and he returned to his life as an itinerant musician, playing on the streets well into his fifties."
